Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;(case) channel;(case) department;(case) group;(case) responsible;concept:instance;concept:name;lifecycle:transition;org:group;Duration
case-6719;T05 Print and send confirmation of receipt-complete;Resource06;2011/05/10 15:57:42.891;Variant 14;14;Internet;General;;Resource06;task-24320;T05 Print and send confirmation of receipt;complete;Group 2;14.487
case-6724;Confirmation of receipt-complete;admin2;2011/05/16 09:51:39.219;Variant 3;3;e-mail;General;;Resource09;task-18081;Confirmation of receipt;complete;EMPTY;0.0
case-6737;Confirmation of receipt-complete;Resource01;2011/04/14 13:51:52.883;Variant 1;1;Internet;General;;Resource11;task-18172;Confirmation of receipt;complete;EMPTY;0.0
case-6737;T02 Check confirmation of receipt-complete;Resource01;2011/04/14 13:52:11.220;Variant 1;1;Internet;General;;Resource11;task-20555;T02 Check confirmation of receipt;complete;Group 4;18.337
case-6737;T04 Determine confirmation of receipt-complete;Resource01;2011/04/14 13:52:25.320;Variant 1;1;Internet;General;;Resource11;task-20557;T04 Determine confirmation of receipt;complete;Group 3;14.1
case-6737;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/14 13:52:38.618;Variant 1;1;Internet;General;;Resource11;task-20558;T05 Print and send confirmation of receipt;complete;Group 2;13.298
case-6737;T06 Determine necessity of stop advice-complete;Resource01;2011/04/14 13:52:54.576;Variant 1;1;Internet;General;;Resource11;task-20556;T06 Determine necessity of stop advice;complete;Group 1;15.958
case-6737;T10 Determine necessity to stop indication-complete;Resource01;2011/04/14 13:55:42.626;Variant 1;1;Internet;General;;Resource11;task-20559;T10 Determine necessity to stop indication;complete;Group 1;168.05
case-6738;Confirmation of receipt-complete;Resource01;2011/04/21 08:22:48.586;Variant 8;8;Internet;General;;Resource11;task-18201;Confirmation of receipt;complete;EMPTY;0.0
case-6738;T02 Check confirmation of receipt-complete;Resource01;2011/04/21 08:23:10.608;Variant 8;8;Internet;General;;Resource11;task-21580;T02 Check confirmation of receipt;complete;Group 4;22.022
case-6738;T04 Determine confirmation of receipt-complete;Resource01;2011/04/21 08:23:28.928;Variant 8;8;Internet;General;;Resource11;task-21582;T04 Determine confirmation of receipt;complete;Group 3;18.32
case-6738;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/21 08:23:40.312;Variant 8;8;Internet;General;;Resource11;task-21583;T05 Print and send confirmation of receipt;complete;Group 2;11.384
case-6738;T06 Determine necessity of stop advice-complete;Resource01;2011/04/21 08:23:56.720;Variant 8;8;Internet;General;;Resource11;task-21581;T06 Determine necessity of stop advice;complete;Group 1;16.408
case-6738;T10 Determine necessity to stop indication-complete;Resource01;2011/04/21 08:24:24.951;Variant 8;8;Internet;General;;Resource11;task-21584;T10 Determine necessity to stop indication;complete;Group 1;28.231
case-6738;T11 Create document X request unlicensed-complete;Resource01;2011/04/21 09:17:10.387;Variant 8;8;Internet;General;;Resource11;task-21585;T11 Create document X request unlicensed;complete;Group 1;3165.436
case-6738;T12 Check document X request unlicensed-complete;Resource01;2011/04/21 13:35:52.006;Variant 8;8;Internet;General;;Resource11;task-21616;T12 Check document X request unlicensed;complete;EMPTY;15521.619
case-6738;T14 Determine document X request unlicensed-complete;Resource19;2011/04/21 13:39:15.779;Variant 8;8;Internet;General;;Resource11;task-21879;T14 Determine document X request unlicensed;complete;EMPTY;203.773
case-6738;T15 Print document X request unlicensed-complete;Resource11;2011/05/03 07:26:00.141;Variant 8;8;Internet;General;;Resource11;task-21882;T15 Print document X request unlicensed;complete;Group 2;1014404.362
case-6739;Confirmation of receipt-complete;Resource01;2011/04/19 13:57:25.855;Variant 1;1;Internet;General;;Resource11;task-18210;Confirmation of receipt;complete;EMPTY;0.0
case-6739;T02 Check confirmation of receipt-complete;Resource01;2011/04/19 13:57:44.716;Variant 1;1;Internet;General;;Resource11;task-21133;T02 Check confirmation of receipt;complete;Group 4;18.861
case-6739;T04 Determine confirmation of receipt-complete;Resource01;2011/04/19 13:57:58.222;Variant 1;1;Internet;General;;Resource11;task-21135;T04 Determine confirmation of receipt;complete;Group 3;13.506
case-6739;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/19 13:58:09.259;Variant 1;1;Internet;General;;Resource11;task-21136;T05 Print and send confirmation of receipt;complete;Group 2;11.037
case-6739;T06 Determine necessity of stop advice-complete;Resource01;2011/04/19 14:00:16.714;Variant 1;1;Internet;General;;Resource11;task-21134;T06 Determine necessity of stop advice;complete;Group 1;127.455
case-6739;T10 Determine necessity to stop indication-complete;Resource01;2011/04/19 14:02:57.204;Variant 1;1;Internet;General;;Resource11;task-21137;T10 Determine necessity to stop indication;complete;Group 1;160.49
case-6747;Confirmation of receipt-complete;Resource01;2011/04/21 09:40:56.538;Variant 1;1;Internet;General;;Resource11;task-18288;Confirmation of receipt;complete;EMPTY;0.0
case-6747;T02 Check confirmation of receipt-complete;Resource01;2011/04/21 09:41:43.129;Variant 1;1;Internet;General;;Resource11;task-21623;T02 Check confirmation of receipt;complete;Group 4;46.591
case-6747;T04 Determine confirmation of receipt-complete;Resource01;2011/04/21 09:41:56.687;Variant 1;1;Internet;General;;Resource11;task-21625;T04 Determine confirmation of receipt;complete;Group 3;13.558
case-6747;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/21 09:42:05.396;Variant 1;1;Internet;General;;Resource11;task-21626;T05 Print and send confirmation of receipt;complete;Group 2;8.709
case-6747;T06 Determine necessity of stop advice-complete;Resource01;2011/04/21 09:42:16.131;Variant 1;1;Internet;General;;Resource11;task-21624;T06 Determine necessity of stop advice;complete;Group 1;10.735
case-6747;T10 Determine necessity to stop indication-complete;Resource01;2011/04/21 09:42:30.026;Variant 1;1;Internet;General;;Resource11;task-21627;T10 Determine necessity to stop indication;complete;Group 1;13.895
case-6748;Confirmation of receipt-complete;Resource13;2011/04/11 11:21:13.656;Variant 4;4;Internet;General;;Resource13;task-18294;Confirmation of receipt;complete;EMPTY;0.0
case-6748;T02 Check confirmation of receipt-complete;Resource13;2011/04/11 11:22:01.725;Variant 4;4;Internet;General;;Resource13;task-19817;T02 Check confirmation of receipt;complete;EMPTY;48.069
case-6748;T06 Determine necessity of stop advice-complete;Resource13;2011/04/11 12:03:41.676;Variant 4;4;Internet;General;;Resource13;task-19818;T06 Determine necessity of stop advice;complete;Group 1;2499.951
case-6748;T10 Determine necessity to stop indication-complete;Resource13;2011/04/11 12:04:02.394;Variant 4;4;Internet;General;;Resource13;task-19848;T10 Determine necessity to stop indication;complete;Group 1;20.718
case-6748;T04 Determine confirmation of receipt-complete;Resource10;2011/04/12 08:25:41.283;Variant 4;4;Internet;General;;Resource13;task-19819;T04 Determine confirmation of receipt;complete;Group 3;73298.889
case-6748;T05 Print and send confirmation of receipt-complete;admin1;2011/04/12 15:47:08.548;Variant 4;4;Internet;General;;Resource13;task-19947;T05 Print and send confirmation of receipt;complete;Group 2;26487.265
case-6749;Confirmation of receipt-complete;Resource08;2011/04/07 14:46:05.312;Variant 5;5;Internet;General;;Resource08;task-18302;Confirmation of receipt;complete;EMPTY;0.0
case-6749;T02 Check confirmation of receipt-complete;Resource08;2011/04/07 14:48:44.495;Variant 5;5;Internet;General;;Resource08;task-19564;T02 Check confirmation of receipt;complete;EMPTY;159.183
case-6749;T04 Determine confirmation of receipt-complete;Resource08;2011/04/07 14:51:36.240;Variant 5;5;Internet;General;;Resource08;task-19569;T04 Determine confirmation of receipt;complete;EMPTY;171.745
case-6749;T06 Determine necessity of stop advice-complete;Resource08;2011/04/07 14:51:49.090;Variant 5;5;Internet;General;;Resource08;task-19565;T06 Determine necessity of stop advice;complete;Group 1;12.85
case-6749;T10 Determine necessity to stop indication-complete;Resource08;2011/04/07 14:52:07.738;Variant 5;5;Internet;General;;Resource08;task-19573;T10 Determine necessity to stop indication;complete;Group 1;18.648
case-6749;T05 Print and send confirmation of receipt-complete;admin1;2011/04/08 11:43:56.122;Variant 5;5;Internet;General;;Resource08;task-19572;T05 Print and send confirmation of receipt;complete;Group 2;75108.384
case-6757;Confirmation of receipt-complete;Resource14;2011/04/08 09:00:47.160;Variant 1;1;e-mail;General;;Resource14;task-18382;Confirmation of receipt;complete;EMPTY;0.0
case-6757;T02 Check confirmation of receipt-complete;Resource14;2011/04/08 09:01:23.881;Variant 1;1;e-mail;General;;Resource14;task-19612;T02 Check confirmation of receipt;complete;Group 4;36.721
case-6757;T04 Determine confirmation of receipt-complete;Resource14;2011/04/08 09:01:44.647;Variant 1;1;e-mail;General;;Resource14;task-19614;T04 Determine confirmation of receipt;complete;Group 3;20.766
case-6757;T05 Print and send confirmation of receipt-complete;Resource14;2011/04/08 09:02:09.291;Variant 1;1;e-mail;General;;Resource14;task-19615;T05 Print and send confirmation of receipt;complete;Group 2;24.644
case-6757;T06 Determine necessity of stop advice-complete;Resource14;2011/04/08 09:02:59.214;Variant 1;1;e-mail;General;;Resource14;task-19613;T06 Determine necessity of stop advice;complete;Group 1;49.923
case-6757;T10 Determine necessity to stop indication-complete;Resource14;2011/04/08 09:03:25.913;Variant 1;1;e-mail;General;;Resource14;task-19617;T10 Determine necessity to stop indication;complete;Group 1;26.699
case-6765;Confirmation of receipt-complete;Resource08;2011/04/05 16:03:42.144;Variant 5;5;Internet;General;;Resource08;task-18537;Confirmation of receipt;complete;EMPTY;0.0
case-6765;T02 Check confirmation of receipt-complete;Resource08;2011/04/06 13:36:06.093;Variant 5;5;Internet;General;;Resource08;task-19176;T02 Check confirmation of receipt;complete;EMPTY;77543.949
case-6765;T04 Determine confirmation of receipt-complete;Resource08;2011/04/06 13:37:59.901;Variant 5;5;Internet;General;;Resource08;task-19308;T04 Determine confirmation of receipt;complete;EMPTY;113.808
case-6765;T06 Determine necessity of stop advice-complete;Resource08;2011/04/06 13:44:00.734;Variant 5;5;Internet;General;;Resource08;task-19177;T06 Determine necessity of stop advice;complete;Group 1;360.833
case-6765;T10 Determine necessity to stop indication-complete;Resource08;2011/04/06 13:45:08.747;Variant 5;5;Internet;General;;Resource08;task-19312;T10 Determine necessity to stop indication;complete;Group 1;68.013
case-6765;T05 Print and send confirmation of receipt-complete;admin1;2011/04/06 15:27:53.015;Variant 5;5;Internet;General;;Resource08;task-19311;T05 Print and send confirmation of receipt;complete;Group 2;6164.268
case-6767;Confirmation of receipt-complete;admin1;2011/04/12 15:37:05.390;Variant 1;1;Internet;General;;Resource05;task-18541;Confirmation of receipt;complete;EMPTY;0.0
case-6767;T02 Check confirmation of receipt-complete;admin1;2011/04/12 16:03:57.181;Variant 1;1;Internet;General;;Resource05;task-20062;T02 Check confirmation of receipt;complete;Group 4;1611.791
case-6767;T04 Determine confirmation of receipt-complete;admin1;2011/04/12 16:04:12.375;Variant 1;1;Internet;General;;Resource05;task-20066;T04 Determine confirmation of receipt;complete;Group 3;15.194
case-6767;T05 Print and send confirmation of receipt-complete;admin1;2011/04/12 16:04:22.947;Variant 1;1;Internet;General;;Resource05;task-20067;T05 Print and send confirmation of receipt;complete;Group 2;10.572
case-6767;T06 Determine necessity of stop advice-complete;Resource05;2011/05/09 09:26:55.702;Variant 1;1;Internet;General;;Resource05;task-20063;T06 Determine necessity of stop advice;complete;EMPTY;2308952.755
case-6767;T10 Determine necessity to stop indication-complete;Resource05;2011/05/09 09:28:06.879;Variant 1;1;Internet;General;;Resource05;task-23870;T10 Determine necessity to stop indication;complete;Group 1;71.177
case-6778;Confirmation of receipt-complete;Resource08;2011/04/07 13:20:34.912;Variant 5;5;Internet;General;;Resource08;task-18587;Confirmation of receipt;complete;EMPTY;0.0
case-6778;T02 Check confirmation of receipt-complete;Resource08;2011/04/07 13:20:57.619;Variant 5;5;Internet;General;;Resource08;task-19534;T02 Check confirmation of receipt;complete;Group 4;22.707
case-6778;T04 Determine confirmation of receipt-complete;Resource08;2011/04/07 13:31:18.565;Variant 5;5;Internet;General;;Resource08;task-19536;T04 Determine confirmation of receipt;complete;EMPTY;620.946
case-6778;T06 Determine necessity of stop advice-complete;Resource08;2011/04/07 13:31:40.561;Variant 5;5;Internet;General;;Resource08;task-19535;T06 Determine necessity of stop advice;complete;Group 1;21.996
case-6778;T10 Determine necessity to stop indication-complete;Resource08;2011/04/07 13:31:59.419;Variant 5;5;Internet;General;;Resource08;task-19545;T10 Determine necessity to stop indication;complete;Group 1;18.858
case-6778;T05 Print and send confirmation of receipt-complete;admin1;2011/04/08 11:38:41.982;Variant 5;5;Internet;General;;Resource08;task-19544;T05 Print and send confirmation of receipt;complete;Group 2;79602.563
case-6782;Confirmation of receipt-complete;Resource15;2011/04/06 10:36:47.785;Variant 2;2;Internet;General;;admin1;task-18603;Confirmation of receipt;complete;EMPTY;0.0
case-6782;T06 Determine necessity of stop advice-complete;Resource15;2011/04/14 08:57:13.347;Variant 2;2;Internet;General;;admin1;task-19247;T06 Determine necessity of stop advice;complete;Group 1;685225.562
case-6782;T10 Determine necessity to stop indication-complete;Resource15;2011/04/14 08:57:29.690;Variant 2;2;Internet;General;;admin1;task-20347;T10 Determine necessity to stop indication;complete;Group 1;16.343
case-6782;T02 Check confirmation of receipt-complete;Resource15;2011/04/14 09:08:03.181;Variant 2;2;Internet;General;;admin1;task-19246;T02 Check confirmation of receipt;complete;EMPTY;633.491
case-6782;T04 Determine confirmation of receipt-complete;Resource15;2011/04/14 09:08:15.597;Variant 2;2;Internet;General;;admin1;task-20351;T04 Determine confirmation of receipt;complete;Group 3;12.416
case-6782;T05 Print and send confirmation of receipt-complete;admin1;2011/04/18 15:18:57.470;Variant 2;2;Internet;General;;admin1;task-20352;T05 Print and send confirmation of receipt;complete;Group 2;367841.873
case-6785;Confirmation of receipt-complete;Resource08;2011/04/07 15:50:12.956;Variant 5;5;Internet;General;;Resource08;task-18681;Confirmation of receipt;complete;EMPTY;0.0
case-6785;T02 Check confirmation of receipt-complete;Resource08;2011/04/07 15:50:56.198;Variant 5;5;Internet;General;;Resource08;task-19592;T02 Check confirmation of receipt;complete;EMPTY;43.242
case-6785;T04 Determine confirmation of receipt-complete;Resource08;2011/04/07 15:53:28.472;Variant 5;5;Internet;General;;Resource08;task-19594;T04 Determine confirmation of receipt;complete;EMPTY;152.274
case-6785;T06 Determine necessity of stop advice-complete;Resource08;2011/04/07 15:54:09.882;Variant 5;5;Internet;General;;Resource08;task-19593;T06 Determine necessity of stop advice;complete;Group 1;41.41
case-6785;T10 Determine necessity to stop indication-complete;Resource08;2011/04/07 15:54:52.695;Variant 5;5;Internet;General;;Resource08;task-19597;T10 Determine necessity to stop indication;complete;Group 1;42.813
case-6785;T05 Print and send confirmation of receipt-complete;admin1;2011/04/08 11:40:43.717;Variant 5;5;Internet;General;;Resource08;task-19596;T05 Print and send confirmation of receipt;complete;Group 2;71151.022
case-6786;Confirmation of receipt-complete;Resource06;2011/04/06 14:58:48.017;Variant 4;4;Internet;General;;Resource06;task-18683;Confirmation of receipt;complete;EMPTY;0.0
case-6786;T02 Check confirmation of receipt-complete;Resource06;2011/04/06 14:59:02.983;Variant 4;4;Internet;General;;Resource06;task-19352;T02 Check confirmation of receipt;complete;Group 4;14.966
case-6786;T06 Determine necessity of stop advice-complete;Resource06;2011/04/06 14:59:35.465;Variant 4;4;Internet;General;;Resource06;task-19353;T06 Determine necessity of stop advice;complete;Group 1;32.482
case-6786;T10 Determine necessity to stop indication-complete;Resource06;2011/04/06 15:09:40.166;Variant 4;4;Internet;General;;Resource06;task-19355;T10 Determine necessity to stop indication;complete;Group 1;604.701
case-6786;T04 Determine confirmation of receipt-complete;admin1;2011/04/21 12:15:45.418;Variant 4;4;Internet;General;;Resource06;task-19354;T04 Determine confirmation of receipt;complete;EMPTY;1285565.252
case-6786;T05 Print and send confirmation of receipt-complete;admin1;2011/04/21 12:15:57.226;Variant 4;4;Internet;General;;Resource06;task-21835;T05 Print and send confirmation of receipt;complete;Group 2;11.808
case-6787;Confirmation of receipt-complete;Resource01;2011/04/21 10:21:19.162;Variant 1;1;Internet;General;;Resource11;task-18690;Confirmation of receipt;complete;EMPTY;0.0
case-6787;T02 Check confirmation of receipt-complete;Resource01;2011/04/21 10:21:37.302;Variant 1;1;Internet;General;;Resource11;task-21669;T02 Check confirmation of receipt;complete;Group 4;18.14
case-6787;T04 Determine confirmation of receipt-complete;Resource01;2011/04/21 10:22:17.855;Variant 1;1;Internet;General;;Resource11;task-21672;T04 Determine confirmation of receipt;complete;Group 3;40.553
case-6787;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/21 10:23:30.322;Variant 1;1;Internet;General;;Resource11;task-21673;T05 Print and send confirmation of receipt;complete;Group 2;72.467
case-6787;T06 Determine necessity of stop advice-complete;Resource01;2011/04/21 10:23:56.234;Variant 1;1;Internet;General;;Resource11;task-21670;T06 Determine necessity of stop advice;complete;Group 1;25.912
case-6787;T10 Determine necessity to stop indication-complete;Resource01;2011/04/21 10:24:22.974;Variant 1;1;Internet;General;;Resource11;task-21675;T10 Determine necessity to stop indication;complete;Group 1;26.74
case-6790;Confirmation of receipt-complete;Resource01;2011/04/21 10:01:24.870;Variant 8;8;Internet;General;;Resource11;task-18701;Confirmation of receipt;complete;EMPTY;0.0
case-6790;T02 Check confirmation of receipt-complete;Resource01;2011/04/21 10:01:40.719;Variant 8;8;Internet;General;;Resource11;task-21653;T02 Check confirmation of receipt;complete;Group 4;15.849
case-6790;T04 Determine confirmation of receipt-complete;Resource01;2011/04/21 10:01:54.551;Variant 8;8;Internet;General;;Resource11;task-21655;T04 Determine confirmation of receipt;complete;Group 3;13.832
case-6790;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/21 10:02:05.178;Variant 8;8;Internet;General;;Resource11;task-21656;T05 Print and send confirmation of receipt;complete;Group 2;10.627
case-6790;T06 Determine necessity of stop advice-complete;Resource01;2011/04/21 10:02:23.352;Variant 8;8;Internet;General;;Resource11;task-21654;T06 Determine necessity of stop advice;complete;Group 1;18.174
case-6790;T10 Determine necessity to stop indication-complete;Resource01;2011/05/10 13:51:58.116;Variant 8;8;Internet;General;;Resource11;task-21657;T10 Determine necessity to stop indication;complete;Group 1;1655374.764
case-6790;T11 Create document X request unlicensed-complete;Resource01;2011/05/10 14:53:49.695;Variant 8;8;Internet;General;;Resource11;task-24271;T11 Create document X request unlicensed;complete;Group 1;3711.579
case-6790;T12 Check document X request unlicensed-complete;Resource01;2011/05/10 14:54:07.289;Variant 8;8;Internet;General;;Resource11;task-24293;T12 Check document X request unlicensed;complete;Group 4;17.594
case-6790;T14 Determine document X request unlicensed-complete;Resource19;2011/05/11 16:02:19.076;Variant 8;8;Internet;General;;Resource11;task-24294;T14 Determine document X request unlicensed;complete;EMPTY;90491.787
case-6790;T15 Print document X request unlicensed-complete;Resource01;2011/05/12 08:59:34.067;Variant 8;8;Internet;General;;Resource11;task-24555;T15 Print document X request unlicensed;complete;Group 2;61034.991
case-6800;Confirmation of receipt-complete;Resource14;2011/06/17 08:32:19.910;Variant 1;1;Internet;General;;Resource14;task-18756;Confirmation of receipt;complete;EMPTY;0.0
case-6800;T02 Check confirmation of receipt-complete;Resource14;2011/06/17 08:32:49.591;Variant 1;1;Internet;General;;Resource14;task-28862;T02 Check confirmation of receipt;complete;Group 4;29.681
case-6800;T04 Determine confirmation of receipt-complete;Resource14;2011/06/17 08:33:09.044;Variant 1;1;Internet;General;;Resource14;task-28864;T04 Determine confirmation of receipt;complete;Group 3;19.453
case-6800;T05 Print and send confirmation of receipt-complete;Resource14;2011/06/17 08:33:30.683;Variant 1;1;Internet;General;;Resource14;task-28865;T05 Print and send confirmation of receipt;complete;Group 2;21.639
case-6800;T06 Determine necessity of stop advice-complete;Resource14;2011/06/17 08:45:14.789;Variant 1;1;Internet;General;;Resource14;task-28863;T06 Determine necessity of stop advice;complete;Group 1;704.106
case-6800;T10 Determine necessity to stop indication-complete;Resource14;2011/06/17 08:45:34.336;Variant 1;1;Internet;General;;Resource14;task-28866;T10 Determine necessity to stop indication;complete;Group 1;19.547
case-6801;Confirmation of receipt-complete;admin2;2011/04/21 10:43:50.470;Variant 3;3;Internet;General;;Resource11;task-18757;Confirmation of receipt;complete;EMPTY;0.0
case-6802;Confirmation of receipt-complete;Resource01;2011/04/21 10:54:31.606;Variant 1;1;Internet;General;;Resource11;task-18761;Confirmation of receipt;complete;EMPTY;0.0
case-6802;T02 Check confirmation of receipt-complete;Resource01;2011/04/21 10:55:10.094;Variant 1;1;Internet;General;;Resource11;task-21733;T02 Check confirmation of receipt;complete;Group 4;38.488
case-6802;T04 Determine confirmation of receipt-complete;Resource01;2011/04/21 10:55:23.901;Variant 1;1;Internet;General;;Resource11;task-21735;T04 Determine confirmation of receipt;complete;Group 3;13.807
case-6802;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/21 10:55:34.934;Variant 1;1;Internet;General;;Resource11;task-21736;T05 Print and send confirmation of receipt;complete;Group 2;11.033
case-6802;T06 Determine necessity of stop advice-complete;Resource01;2011/04/21 10:55:51.445;Variant 1;1;Internet;General;;Resource11;task-21734;T06 Determine necessity of stop advice;complete;Group 1;16.511
case-6802;T10 Determine necessity to stop indication-complete;Resource01;2011/04/21 10:56:05.747;Variant 1;1;Internet;General;;Resource11;task-21738;T10 Determine necessity to stop indication;complete;Group 1;14.302
case-6804;Confirmation of receipt-complete;Resource01;2011/04/21 11:02:52.955;Variant 1;1;Internet;General;;Resource11;task-18774;Confirmation of receipt;complete;EMPTY;0.0
case-6804;T02 Check confirmation of receipt-complete;Resource01;2011/04/21 11:03:08.225;Variant 1;1;Internet;General;;Resource11;task-21749;T02 Check confirmation of receipt;complete;Group 4;15.27
case-6804;T04 Determine confirmation of receipt-complete;Resource01;2011/04/21 11:03:28.186;Variant 1;1;Internet;General;;Resource11;task-21751;T04 Determine confirmation of receipt;complete;Group 3;19.961
case-6804;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/21 11:03:38.747;Variant 1;1;Internet;General;;Resource11;task-21752;T05 Print and send confirmation of receipt;complete;Group 2;10.561
case-6804;T06 Determine necessity of stop advice-complete;Resource01;2011/04/21 11:03:50.973;Variant 1;1;Internet;General;;Resource11;task-21750;T06 Determine necessity of stop advice;complete;Group 1;12.226
case-6804;T10 Determine necessity to stop indication-complete;Resource01;2011/04/21 11:04:10.698;Variant 1;1;Internet;General;;Resource11;task-21753;T10 Determine necessity to stop indication;complete;Group 1;19.725
case-6805;Confirmation of receipt-complete;Resource09;2011/05/17 12:18:54.427;Variant 2;2;Internet;General;;Resource09;task-18786;Confirmation of receipt;complete;EMPTY;0.0
case-6805;T06 Determine necessity of stop advice-complete;Resource09;2011/05/17 12:19:13.915;Variant 2;2;Internet;General;;Resource09;task-25249;T06 Determine necessity of stop advice;complete;Group 1;19.488
case-6805;T10 Determine necessity to stop indication-complete;Resource09;2011/05/17 12:19:48.363;Variant 2;2;Internet;General;;Resource09;task-25250;T10 Determine necessity to stop indication;complete;Group 1;34.448
case-6805;T02 Check confirmation of receipt-complete;Resource09;2011/05/17 12:20:27.164;Variant 2;2;Internet;General;;Resource09;task-25248;T02 Check confirmation of receipt;complete;Group 4;38.801
case-6805;T04 Determine confirmation of receipt-complete;Resource09;2011/05/17 12:21:09.902;Variant 2;2;Internet;General;;Resource09;task-25254;T04 Determine confirmation of receipt;complete;Group 3;42.738
case-6805;T05 Print and send confirmation of receipt-complete;Resource09;2011/05/17 12:21:31.095;Variant 2;2;Internet;General;;Resource09;task-25257;T05 Print and send confirmation of receipt;complete;Group 2;21.193
case-6807;Confirmation of receipt-complete;Resource01;2011/04/21 11:22:10.877;Variant 1;1;Internet;General;;Resource11;task-18820;Confirmation of receipt;complete;EMPTY;0.0
case-6807;T02 Check confirmation of receipt-complete;Resource01;2011/04/21 11:22:27.624;Variant 1;1;Internet;General;;Resource11;task-21770;T02 Check confirmation of receipt;complete;Group 4;16.747
case-6807;T04 Determine confirmation of receipt-complete;Resource01;2011/04/21 11:22:42.473;Variant 1;1;Internet;General;;Resource11;task-21772;T04 Determine confirmation of receipt;complete;Group 3;14.849
case-6807;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/21 11:22:53.290;Variant 1;1;Internet;General;;Resource11;task-21773;T05 Print and send confirmation of receipt;complete;Group 2;10.817
case-6807;T06 Determine necessity of stop advice-complete;Resource01;2011/04/21 11:23:04.852;Variant 1;1;Internet;General;;Resource11;task-21771;T06 Determine necessity of stop advice;complete;Group 1;11.562
case-6807;T10 Determine necessity to stop indication-complete;Resource01;2011/04/21 11:23:34.670;Variant 1;1;Internet;General;;Resource11;task-21774;T10 Determine necessity to stop indication;complete;Group 1;29.818
case-6838;Confirmation of receipt-complete;Resource14;2011/04/13 09:05:15.465;Variant 1;1;Internet;General;;Resource14;task-18916;Confirmation of receipt;complete;EMPTY;0.0
case-6838;T02 Check confirmation of receipt-complete;Resource14;2011/04/13 09:05:43.537;Variant 1;1;Internet;General;;Resource14;task-20150;T02 Check confirmation of receipt;complete;Group 4;28.072
case-6838;T04 Determine confirmation of receipt-complete;Resource14;2011/04/13 09:06:01.065;Variant 1;1;Internet;General;;Resource14;task-20152;T04 Determine confirmation of receipt;complete;Group 3;17.528
case-6838;T05 Print and send confirmation of receipt-complete;Resource14;2011/04/13 09:06:11.703;Variant 1;1;Internet;General;;Resource14;task-20153;T05 Print and send confirmation of receipt;complete;Group 2;10.638
case-6838;T06 Determine necessity of stop advice-complete;Resource14;2011/04/13 09:45:49.567;Variant 1;1;Internet;General;;Resource14;task-20151;T06 Determine necessity of stop advice;complete;Group 1;2377.864
case-6838;T10 Determine necessity to stop indication-complete;Resource14;2011/04/13 09:48:08.209;Variant 1;1;Internet;General;;Resource14;task-20189;T10 Determine necessity to stop indication;complete;Group 1;138.642
case-6848;Confirmation of receipt-complete;Resource01;2011/04/14 10:23:52.791;Variant 1;1;Post;General;;Resource11;task-18969;Confirmation of receipt;complete;EMPTY;0.0
case-6848;T02 Check confirmation of receipt-complete;Resource01;2011/04/14 10:24:12.580;Variant 1;1;Post;General;;Resource11;task-20407;T02 Check confirmation of receipt;complete;Group 4;19.789
case-6848;T04 Determine confirmation of receipt-complete;Resource01;2011/04/14 10:24:24.463;Variant 1;1;Post;General;;Resource11;task-20409;T04 Determine confirmation of receipt;complete;Group 3;11.883
case-6848;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/14 10:24:36.556;Variant 1;1;Post;General;;Resource11;task-20410;T05 Print and send confirmation of receipt;complete;Group 2;12.093
case-6848;T06 Determine necessity of stop advice-complete;Resource01;2011/04/14 10:24:47.705;Variant 1;1;Post;General;;Resource11;task-20408;T06 Determine necessity of stop advice;complete;Group 1;11.149
case-6848;T10 Determine necessity to stop indication-complete;Resource01;2011/04/14 10:25:03.190;Variant 1;1;Post;General;;Resource11;task-20411;T10 Determine necessity to stop indication;complete;Group 1;15.485
case-6864;Confirmation of receipt-complete;Resource01;2011/04/21 11:37:58.407;Variant 1;1;Internet;General;;Resource11;task-19172;Confirmation of receipt;complete;EMPTY;0.0
case-6864;T02 Check confirmation of receipt-complete;Resource01;2011/04/21 11:38:18.109;Variant 1;1;Internet;General;;Resource11;task-21791;T02 Check confirmation of receipt;complete;Group 4;19.702
case-6864;T04 Determine confirmation of receipt-complete;Resource01;2011/04/21 11:38:34.130;Variant 1;1;Internet;General;;Resource11;task-21793;T04 Determine confirmation of receipt;complete;Group 3;16.021
case-6864;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/21 11:38:46.125;Variant 1;1;Internet;General;;Resource11;task-21794;T05 Print and send confirmation of receipt;complete;Group 2;11.995
case-6864;T06 Determine necessity of stop advice-complete;Resource01;2011/04/21 11:38:59.640;Variant 1;1;Internet;General;;Resource11;task-21792;T06 Determine necessity of stop advice;complete;Group 1;13.515
