Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;concept:name;impact;lifecycle:transition;org:group;org:role;organization country;organization involved;product;resource country;Duration
1-601819090;Accepted-In Progress;Daniel;2011/11/03 18:45:21.000;Variant 20;20;Accepted;High;In Progress;Org line C;E_7;se;G157 2nd;PROD677;Sweden;0.0
1-601819090;Accepted-In Progress;Daniel;2012/02/02 12:18:05.000;Variant 20;20;Accepted;High;In Progress;Org line C;E_7;se;G157 2nd;PROD677;Sweden;7839164.0
1-601819090;Accepted-Assigned;Rajesh Kumar;2012/02/02 12:18:31.000;Variant 20;20;Accepted;High;Assigned;Org line C;E_7;se;G157 2nd;PROD677;INDIA;26.0
1-601819090;Accepted-In Progress;Andres;2012/03/08 13:58:03.000;Variant 20;20;Accepted;High;In Progress;Org line C;E_7;se;G136 2nd;PROD677;Sweden;3029972.0
1-601819090;Completed-Closed;Andres;2012/03/08 13:58:40.000;Variant 20;20;Completed;High;Closed;Org line C;E_7;se;G136 2nd;PROD677;Sweden;37.0
1-602316021;Accepted-In Progress;Marcin;2011/11/04 08:40:13.000;Variant 7;7;Accepted;High;In Progress;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;0.0
1-602316021;Accepted-Wait;Marcin;2011/11/04 08:40:22.000;Variant 7;7;Accepted;High;Wait;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;9.0
1-602316021;Accepted-In Progress;Marcin;2012/01/03 08:04:51.000;Variant 7;7;Accepted;High;In Progress;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;5181869.0
1-602316021;Completed-Closed;Marcin;2012/02/10 08:08:31.000;Variant 7;7;Completed;High;Closed;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;3283420.0
1-602316067;Accepted-In Progress;Marcin;2011/11/04 08:41:14.000;Variant 7;7;Accepted;High;In Progress;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;0.0
1-602316067;Accepted-Wait;Marcin;2011/11/04 08:43:29.000;Variant 7;7;Accepted;High;Wait;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;135.0
1-602316067;Accepted-In Progress;Marcin;2012/01/03 08:07:05.000;Variant 7;7;Accepted;High;In Progress;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;5181816.0
1-602316067;Completed-Closed;Marcin;2012/02/10 08:05:02.000;Variant 7;7;Completed;High;Closed;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;3283077.0
1-602316201;Accepted-Wait;Marcin;2011/11/04 08:44:24.000;Variant 15;15;Accepted;High;Wait;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;0.0
1-602316201;Completed-Closed;Marcin;2012/02/10 08:07:18.000;Variant 15;15;Completed;High;Closed;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;8464974.0
1-602316215;Accepted-Wait;Marcin;2011/11/04 08:45:46.000;Variant 33;33;Accepted;Low;Wait;Org line A2;A2_4;pl;W11 2nd;PROD555;POLAND;0.0
1-602316215;Accepted-In Progress;Marcin;2012/01/03 08:07:54.000;Variant 33;33;Accepted;Low;In Progress;Org line A2;A2_4;pl;W11 2nd;PROD555;POLAND;5181728.0
1-602316215;Completed-Closed;Marcin;2012/02/10 08:04:41.000;Variant 33;33;Completed;Low;Closed;Org line A2;A2_4;pl;W11 2nd;PROD555;POLAND;3283007.0
1-602316249;Accepted-Wait;Marcin;2011/11/04 08:46:53.000;Variant 15;15;Accepted;Medium;Wait;Org line A2;A2_4;pl;W11 2nd;PROD370;POLAND;0.0
1-602316249;Completed-Closed;Marcin;2012/02/10 08:02:42.000;Variant 15;15;Completed;Medium;Closed;Org line A2;A2_4;pl;W11 2nd;PROD370;POLAND;8464549.0
1-602396115;Accepted-In Progress;Jenny;2011/11/04 10:27:04.000;Variant 3;3;Accepted;Low;In Progress;Org line G1;E_6;se;G358 2nd;PROD380;Sweden;0.0
1-602396115;Accepted-Wait;Jenny;2011/11/04 12:23:05.000;Variant 3;3;Accepted;Low;Wait;Org line G1;E_6;se;G358 2nd;PROD380;Sweden;6961.0
1-602396115;Completed-Closed;Jenny;2012/05/21 13:49:52.000;Variant 3;3;Completed;Low;Closed;Org line G1;E_6;se;G358 2nd;PROD380;Sweden;17198807.0
1-602464818;Accepted-Wait;Grzegorz;2011/11/04 16:13:21.000;Variant 15;15;Accepted;Medium;Wait;Org line A2;A2_3;pl;N26 2nd;PROD791;POLAND;0.0
1-602464818;Completed-Closed;Grzegorz;2012/04/23 13:37:01.000;Variant 15;15;Completed;Medium;Closed;Org line A2;A2_3;pl;N26 2nd;PROD791;POLAND;14765020.0
1-603563148;Accepted-In Progress;Tomas;2011/11/07 08:26:58.000;Variant 1;1;Accepted;Medium;In Progress;Org line V2;;se;T3 2nd;PROD61;Sweden;0.0
1-603563148;Completed-Closed;Tomas;2012/01/09 12:27:06.000;Variant 1;1;Completed;Medium;Closed;Org line V2;;se;T3 2nd;PROD61;Sweden;5457608.0
1-603708003;Accepted-In Progress;Ewa;2011/11/07 10:47:29.000;Variant 1;1;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;0.0
1-603708003;Completed-Closed;Ewa;2012/01/30 14:08:22.000;Variant 1;1;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD97;POLAND;7269653.0
1-603798757;Accepted-In Progress;Anup;2011/11/07 11:57:05.000;Variant 1;1;Accepted;High;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;0.0
1-603798757;Completed-Closed;Anup;2012/05/23 13:07:40.000;Variant 1;1;Completed;High;Closed;Org line C;E_8;in;G119 2nd;PROD597;INDIA;17111435.0
1-604432843;Accepted-In Progress;Kim;2011/11/08 09:01:01.000;Variant 1;1;Accepted;High;In Progress;Org line C;C_5;se;G120 3rd;PROD597;Sweden;0.0
1-604432843;Completed-Closed;Kim;2012/02/01 09:55:22.000;Variant 1;1;Completed;High;Closed;Org line C;C_5;se;G120 3rd;PROD597;Sweden;7347261.0
1-604432860;Accepted-In Progress;Kim;2011/11/08 09:02:33.000;Variant 1;1;Accepted;High;In Progress;Org line C;C_5;se;G120 3rd;PROD597;Sweden;0.0
1-604432860;Completed-Closed;Kim;2012/02/01 09:55:55.000;Variant 1;1;Completed;High;Closed;Org line C;C_5;se;G120 3rd;PROD597;Sweden;7347202.0
1-604432887;Accepted-In Progress;Kim;2011/11/08 09:03:55.000;Variant 1;1;Accepted;Low;In Progress;Org line C;C_5;se;G120 3rd;PROD597;Sweden;0.0
1-604432887;Completed-Closed;Kim;2012/02/01 09:56:20.000;Variant 1;1;Completed;Low;Closed;Org line C;C_5;se;G120 3rd;PROD597;Sweden;7347145.0
1-604604928;Accepted-In Progress;J;2011/11/08 12:29:53.000;Variant 3;3;Accepted;Medium;In Progress;Org line C;E_4;us;G88 2nd;PROD348;INDIA;0.0
1-604604928;Accepted-Wait;J;2011/11/08 12:54:05.000;Variant 3;3;Accepted;Medium;Wait;Org line C;E_4;us;G88 2nd;PROD348;INDIA;1452.0
1-604604928;Completed-Closed;J;2012/01/11 05:34:37.000;Variant 3;3;Completed;Medium;Closed;Org line C;E_4;us;G88 2nd;PROD348;INDIA;5503232.0
1-604645912;Accepted-In Progress;Maryse;2011/11/08 13:37:04.000;Variant 65;65;Accepted;Medium;In Progress;Org line A2;D_1;fr;V21 2nd;PROD603;France;0.0
1-604645912;Queued-Awaiting Assignment;Maryse;2011/11/08 13:37:05.000;Variant 65;65;Queued;Medium;Awaiting Assignment;Org line A2;D_1;fr;V21 2nd;PROD603;France;1.0
1-604645912;Accepted-In Progress;Maryse;2011/11/08 13:38:40.000;Variant 65;65;Accepted;Medium;In Progress;Org line A2;D_1;fr;V44 3rd;PROD603;France;95.0
1-604645912;Queued-Awaiting Assignment;Maryse;2011/11/08 13:38:53.000;Variant 65;65;Queued;Medium;Awaiting Assignment;Org line A2;D_1;fr;V21 2nd;PROD603;France;13.0
1-604645912;Accepted-In Progress;Maryse;2011/11/08 13:39:34.000;Variant 65;65;Accepted;Medium;In Progress;Org line A2;D_1;fr;V21 2nd;PROD603;France;41.0
1-604645912;Accepted-In Progress;Maryse;2011/11/08 13:47:11.000;Variant 65;65;Accepted;Medium;In Progress;Org line A2;D_1;fr;V21 2nd;PROD603;France;457.0
1-604645912;Completed-Closed;Maryse;2012/02/01 12:27:13.000;Variant 65;65;Completed;Medium;Closed;Org line A2;D_1;fr;V21 2nd;PROD603;France;7339202.0
1-604646378;Accepted-In Progress;Maryse;2011/11/08 14:23:20.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;D_1;fr;V21 2nd;PROD596;France;0.0
1-604646378;Completed-Closed;Maryse;2012/04/12 14:23:47.000;Variant 1;1;Completed;Medium;Closed;Org line A2;D_1;fr;V21 2nd;PROD596;France;13478427.0
1-605029866;Accepted-Assigned;Kalpesh;2011/11/09 11:04:16.000;Variant 18;18;Accepted;Medium;Assigned;Org line A2;D_1;in;L50 3rd;PROD611;Sweden;0.0
1-605029866;Accepted-In Progress;Sridhar;2011/11/09 11:58:57.000;Variant 18;18;Accepted;Medium;In Progress;Org line A2;D_1;in;L50 3rd;PROD611;Sweden;3281.0
1-605029866;Completed-Closed;Sridhar;2012/02/22 11:21:10.000;Variant 18;18;Completed;Medium;Closed;Org line A2;D_1;in;L50 3rd;PROD611;Sweden;9069733.0
1-605034229;Accepted-In Progress;Henrik;2011/11/09 09:17:08.000;Variant 3;3;Accepted;High;In Progress;Org line C;E_8;in;G186 2nd;PROD476;Sweden;0.0
1-605034229;Accepted-Wait;Henrik;2011/11/09 09:17:58.000;Variant 3;3;Accepted;High;Wait;Org line C;E_8;in;G186 2nd;PROD476;Sweden;50.0
1-605034229;Completed-Closed;Henrik;2012/01/18 13:50:24.000;Variant 3;3;Completed;High;Closed;Org line C;E_8;in;G186 2nd;PROD476;Sweden;6064346.0
1-605279637;Accepted-In Progress;Timothy;2011/11/09 14:27:59.000;Variant 1;1;Accepted;High;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-605279637;Completed-Closed;Timothy;2012/02/15 11:44:42.000;Variant 1;1;Completed;High;Closed;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;8457403.0
1-605728578;Accepted-In Progress;Gitt;2011/11/10 11:46:15.000;Variant 3;3;Accepted;Low;In Progress;Org line C;E_2;se;G57 2nd;PROD329;Sweden;0.0
1-605728578;Accepted-Wait;Gitt;2011/11/10 11:52:04.000;Variant 3;3;Accepted;Low;Wait;Org line C;E_2;se;G57 2nd;PROD329;Sweden;349.0
1-605728578;Completed-Closed;Gitt;2012/01/09 13:36:47.000;Variant 3;3;Completed;Low;Closed;Org line C;E_2;se;G57 2nd;PROD329;Sweden;5190283.0
1-606441115;Accepted-In Progress;Björn;2011/11/11 15:55:57.000;Variant 3;3;Accepted;High;In Progress;Org line C;C_6;se;G268 3rd;PROD802;Sweden;0.0
1-606441115;Accepted-Wait;Björn;2012/03/05 13:19:28.000;Variant 3;3;Accepted;High;Wait;Org line C;C_6;se;G268 3rd;PROD802;Sweden;9926611.0
1-606441115;Completed-Closed;Björn;2012/03/05 13:20:03.000;Variant 3;3;Completed;High;Closed;Org line C;C_6;se;G268 3rd;PROD802;Sweden;35.0
1-606724483;Accepted-In Progress;Vinay;2011/11/14 01:21:36.000;Variant 30;30;Accepted;High;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;0.0
1-606724483;Queued-Awaiting Assignment;Vinay;2011/11/14 01:25:05.000;Variant 30;30;Queued;High;Awaiting Assignment;Org line C;E_8;in;G119 2nd;PROD597;INDIA;209.0
1-606724483;Accepted-In Progress;Avishek;2011/12/19 15:56:47.000;Variant 30;30;Accepted;High;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;3076302.0
1-606724483;Accepted-In Progress;Vinay;2012/02/17 10:18:34.000;Variant 30;30;Accepted;High;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;5163707.0
1-606724483;Completed-Closed;Vinay;2012/02/17 10:18:42.000;Variant 30;30;Completed;High;Closed;Org line C;E_8;in;G119 2nd;PROD597;INDIA;8.0
1-606829317;Accepted-In Progress;Vinay;2011/11/14 09:39:18.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;0.0
1-606829317;Queued-Awaiting Assignment;Vinay;2011/11/14 09:40:23.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line C;E_8;in;G119 2nd;PROD597;INDIA;65.0
1-606829317;Accepted-In Progress;Avishek;2011/12/19 15:57:28.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;3046625.0
1-606829317;Completed-Closed;Avishek;2012/01/04 15:25:13.000;Variant 5;5;Completed;Medium;Closed;Org line C;E_8;in;G119 2nd;PROD597;INDIA;1380465.0
1-606971198;Accepted-In Progress;Helena;2011/11/14 12:01:10.000;Variant 48;48;Accepted;High;In Progress;Org line C;E_1;se;L1 2nd;PROD153;Sweden;0.0
1-606971198;Accepted-In Progress;Helena;2011/11/14 12:03:18.000;Variant 48;48;Accepted;High;In Progress;Org line C;E_1;se;L1 2nd;PROD153;Sweden;128.0
1-606971198;Accepted-In Progress;Jari;2012/03/14 12:25:28.000;Variant 48;48;Accepted;High;In Progress;Org line C;E_1;se;G99 2nd;PROD153;Sweden;10455730.0
1-606971198;Accepted-Assigned;Peter;2012/03/14 12:28:01.000;Variant 48;48;Accepted;High;Assigned;Org line C;E_1;se;G99 2nd;PROD153;Sweden;153.0
1-606971198;Accepted-In Progress;Peter;2012/03/14 13:55:06.000;Variant 48;48;Accepted;High;In Progress;Org line C;E_1;se;G99 2nd;PROD153;Sweden;5225.0
1-606971198;Completed-Closed;Peter;2012/03/14 13:55:07.000;Variant 48;48;Completed;High;Closed;Org line C;E_1;se;G99 2nd;PROD153;Sweden;1.0
1-607158761;Accepted-In Progress;Bruno;2011/11/14 14:38:06.000;Variant 21;21;Accepted;High;In Progress;Org line C;E_6;se;V29 2nd;PROD412;France;0.0
1-607158761;Accepted-In Progress;Bruno;2011/11/14 14:38:49.000;Variant 21;21;Accepted;High;In Progress;Org line C;E_6;se;V29 2nd;PROD412;France;43.0
1-607158761;Queued-Awaiting Assignment;Viktoria;2011/11/17 13:32:14.000;Variant 21;21;Queued;High;Awaiting Assignment;Org line G4;;se;S30 2nd;PROD412;Sweden;255205.0
1-607158761;Accepted-In Progress;Helene;2011/12/13 10:08:38.000;Variant 21;21;Accepted;High;In Progress;Org line G4;;se;S30 2nd;PROD412;Sweden;2234184.0
1-607158761;Completed-Closed;Helene;2012/03/06 14:55:15.000;Variant 21;21;Completed;High;Closed;Org line G4;;se;S30 2nd;PROD412;Sweden;7274797.0
1-607520800;Accepted-In Progress;Mikael;2011/11/15 09:26:37.000;Variant 3;3;Accepted;Major;In Progress;Org line G4;;se;S33 2nd;PROD659;Sweden;0.0
1-607520800;Accepted-Wait;Mikael;2011/12/09 12:12:43.000;Variant 3;3;Accepted;Major;Wait;Org line G4;;se;S33 2nd;PROD659;Sweden;2083566.0
1-607520800;Completed-Closed;Mikael;2012/03/19 16:07:06.000;Variant 3;3;Completed;Major;Closed;Org line G4;;se;S33 2nd;PROD659;Sweden;8740463.0
1-607840637;Accepted-In Progress;Rickard;2011/11/15 14:15:57.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;S33 2nd;PROD448;Sweden;0.0
1-607840637;Completed-Closed;Rickard;2012/01/27 13:46:02.000;Variant 1;1;Completed;Low;Closed;Org line G4;;se;S33 2nd;PROD448;Sweden;6305405.0
1-607934151;Accepted-Wait;Alan;2011/11/15 15:37:49.000;Variant 15;15;Accepted;High;Wait;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-607934151;Completed-Closed;Alan;2012/02/15 11:35:45.000;Variant 15;15;Completed;High;Closed;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;7934276.0
1-608010054;Accepted-In Progress;Vinay;2011/11/15 17:44:09.000;Variant 5;5;Accepted;High;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;0.0
1-608010054;Queued-Awaiting Assignment;Vinay;2011/11/15 17:44:52.000;Variant 5;5;Queued;High;Awaiting Assignment;Org line C;E_8;in;G119 2nd;PROD597;INDIA;43.0
1-608010054;Accepted-In Progress;Arvind;2011/11/21 11:30:07.000;Variant 5;5;Accepted;High;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;495915.0
1-608010054;Completed-Closed;Arvind;2012/05/23 18:28:37.000;Variant 5;5;Completed;High;Closed;Org line C;E_8;in;G119 2nd;PROD597;INDIA;15922710.0
1-608735919;Accepted-In Progress;Henrik;2011/11/16 10:20:29.000;Variant 7;7;Accepted;High;In Progress;Org line C;E_3;us;G67 2nd;PROD151;Sweden;0.0
1-608735919;Accepted-Wait;Henrik;2011/11/16 11:31:40.000;Variant 7;7;Accepted;High;Wait;Org line C;E_3;us;G67 2nd;PROD151;Sweden;4271.0
1-608735919;Accepted-In Progress;Henrik;2012/01/13 13:49:52.000;Variant 7;7;Accepted;High;In Progress;Org line C;E_3;us;G67 2nd;PROD151;Sweden;5019492.0
1-608735919;Completed-Closed;Henrik;2012/01/13 13:50:48.000;Variant 7;7;Completed;High;Closed;Org line C;E_3;us;G67 2nd;PROD151;Sweden;56.0
1-609011164;Accepted-In Progress;Vinay;2011/11/16 17:09:39.000;Variant 5;5;Accepted;Low;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;0.0
1-609011164;Queued-Awaiting Assignment;Vinay;2011/11/16 17:39:55.000;Variant 5;5;Queued;Low;Awaiting Assignment;Org line C;E_8;in;G119 2nd;PROD597;INDIA;1816.0
1-609011164;Accepted-In Progress;Avishek;2011/12/19 15:57:47.000;Variant 5;5;Accepted;Low;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;2845072.0
1-609011164;Completed-Closed;Avishek;2012/01/04 14:30:41.000;Variant 5;5;Completed;Low;Closed;Org line C;E_8;in;G119 2nd;PROD597;INDIA;1377174.0
1-609700424;Accepted-In Progress;Hilde;2011/11/17 09:38:21.000;Variant 6;6;Accepted;Medium;In Progress;Org line C;C_2;be;G58 3rd;PROD330;Belgium;0.0
1-609700424;Accepted-Assigned;Hilde;2011/11/17 09:53:34.000;Variant 6;6;Accepted;Medium;Assigned;Org line C;C_2;be;G58 3rd;PROD330;Belgium;913.0
1-609700424;Accepted-In Progress;Hilde;2012/01/23 10:38:53.000;Variant 6;6;Accepted;Medium;In Progress;Org line C;C_2;be;G58 3rd;PROD330;Belgium;5791519.0
1-609700424;Completed-Closed;Hilde;2012/02/29 12:09:57.000;Variant 6;6;Completed;Medium;Closed;Org line C;C_2;be;G58 3rd;PROD330;Belgium;3202264.0
1-611506787;Accepted-In Progress;Börje;2011/11/18 08:28:00.000;Variant 3;3;Accepted;Low;In Progress;Org line C;C_1;se;G100 3rd;PROD153;Sweden;0.0
1-611506787;Accepted-Wait;Börje;2011/12/27 14:47:10.000;Variant 3;3;Accepted;Low;Wait;Org line C;C_1;se;G100 3rd;PROD153;Sweden;3392350.0
1-611506787;Completed-Closed;Börje;2012/01/03 10:49:38.000;Variant 3;3;Completed;Low;Closed;Org line C;C_1;se;G100 3rd;PROD153;Sweden;590548.0
1-611582327;Accepted-In Progress;Maryse;2011/11/18 11:58:02.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;D_1;fr;V21 2nd;PROD596;France;0.0
1-611582327;Completed-Closed;Maryse;2012/03/14 15:55:46.000;Variant 1;1;Completed;Medium;Closed;Org line A2;D_1;fr;V21 2nd;PROD596;France;10123064.0
1-611582394;Accepted-In Progress;Maryse;2011/11/18 11:59:39.000;Variant 1;1;Accepted;Low;In Progress;Org line A2;D_1;fr;V21 2nd;PROD596;France;0.0
1-611582394;Completed-Closed;Maryse;2012/02/01 12:32:12.000;Variant 1;1;Completed;Low;Closed;Org line A2;D_1;fr;V21 2nd;PROD596;France;6481953.0
1-611605221;Accepted-In Progress;Mikael;2011/11/18 11:16:41.000;Variant 3;3;Accepted;High;In Progress;Org line G4;;se;S33 2nd;PROD448;Sweden;0.0
1-611605221;Accepted-Wait;Mikael;2012/01/19 17:12:53.000;Variant 3;3;Accepted;High;Wait;Org line G4;;se;S33 2nd;PROD448;Sweden;5378172.0
1-611605221;Completed-Closed;Mikael;2012/01/25 18:27:07.000;Variant 3;3;Completed;High;Closed;Org line G4;;se;S33 2nd;PROD448;Sweden;522854.0
1-611632212;Accepted-In Progress;Anders;2011/11/18 12:20:03.000;Variant 16;16;Accepted;Major;In Progress;Org line G1;E_6;se;G358 2nd;PROD152;Sweden;0.0
1-611632212;Accepted-In Progress;Anders;2011/12/21 14:26:03.000;Variant 16;16;Accepted;Major;In Progress;Org line G1;E_6;se;G358 2nd;PROD152;Sweden;2858760.0
1-611632212;Accepted-Wait;Anders;2011/12/21 14:26:22.000;Variant 16;16;Accepted;Major;Wait;Org line G1;E_6;se;G358 2nd;PROD152;Sweden;19.0
1-611632212;Completed-Closed;Anders;2012/03/14 12:04:02.000;Variant 16;16;Completed;Major;Closed;Org line G1;E_6;se;G358 2nd;PROD152;Sweden;7249060.0
1-611637278;Accepted-In Progress;John;2011/11/18 14:14:42.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_1;se;N15 2nd;PROD180;Sweden;0.0
1-611637278;Completed-Closed;John;2012/01/17 15:32:16.000;Variant 1;1;Completed;Medium;Closed;Org line A2;A2_1;se;N15 2nd;PROD180;Sweden;5188654.0
1-611651603;Accepted-In Progress;Yann;2011/11/18 11:35:36.000;Variant 7;7;Accepted;High;In Progress;Org line C;E_7;in;G165 2nd;PROD671;France;0.0
1-611651603;Accepted-Wait;Yann;2011/11/18 11:38:20.000;Variant 7;7;Accepted;High;Wait;Org line C;E_7;in;G165 2nd;PROD671;France;164.0
1-611651603;Accepted-In Progress;Yann;2011/11/18 12:32:43.000;Variant 7;7;Accepted;High;In Progress;Org line C;E_7;in;G165 2nd;PROD671;France;3263.0
1-611651603;Completed-Closed;Yann;2012/02/15 14:07:13.000;Variant 7;7;Completed;High;Closed;Org line C;E_7;in;G165 2nd;PROD671;France;7695270.0
1-612515539;Accepted-In Progress;Praveen;2011/11/19 20:35:42.000;Variant 63;63;Accepted;High;In Progress;Org line C;E_10;se;G271 2nd;PROD802;Sweden;0.0
1-612515539;Queued-Awaiting Assignment;Praveen;2011/11/19 20:37:42.000;Variant 63;63;Queued;High;Awaiting Assignment;Org line C;E_10;se;G271 2nd;PROD802;Sweden;120.0
1-612515539;Accepted-In Progress;Kamal;2011/11/21 08:04:32.000;Variant 63;63;Accepted;High;In Progress;Org line C;E_10;se;G271 2nd;PROD802;Sweden;127610.0
1-612515539;Queued-Awaiting Assignment;Martin;2011/11/21 08:07:43.000;Variant 63;63;Queued;High;Awaiting Assignment;Org line C;C_6;se;G273 3rd;PROD802;Sweden;191.0
1-612515539;Accepted-In Progress;Vikash;2012/01/24 10:18:31.000;Variant 63;63;Accepted;High;In Progress;Org line C;C_6;se;G273 3rd;PROD802;Sweden;5537448.0
1-612515539;Accepted-Wait;Vikash;2012/01/24 10:19:23.000;Variant 63;63;Accepted;High;Wait;Org line C;C_6;se;G273 3rd;PROD802;Sweden;52.0
1-612515539;Completed-Closed;Vikash;2012/01/31 13:50:15.000;Variant 63;63;Completed;High;Closed;Org line C;C_6;se;G273 3rd;PROD802;Sweden;617452.0
1-613033122;Accepted-In Progress;Roland;2011/11/21 09:34:45.000;Variant 7;7;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-613033122;Accepted-Wait;Roland;2011/11/28 16:12:09.000;Variant 7;7;Accepted;Medium;Wait;Org line G4;;se;S33 2nd;PROD374;Sweden;628644.0
1-613033122;Accepted-In Progress;Roland;2011/12/05 20:38:55.000;Variant 7;7;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;620806.0
1-613033122;Completed-Closed;Roland;2012/02/08 21:42:42.000;Variant 7;7;Completed;Medium;Closed;Org line G4;;se;S33 2nd;PROD374;Sweden;5619827.0
1-613412559;Accepted-In Progress;Joshua;2011/11/21 16:27:27.000;Variant 1;1;Accepted;Medium;In Progress;Org line C;E_4;us;G88 2nd;PROD436;USA;0.0
1-613412559;Completed-Closed;Joshua;2012/01/06 18:59:13.000;Variant 1;1;Completed;Medium;Closed;Org line C;E_4;us;G88 2nd;PROD436;USA;3983506.0
1-613496066;Accepted-In Progress;Pranesh;2011/11/22 00:57:49.000;Variant 9;9;Accepted;Medium;In Progress;Org line C;E_8;in;G181 2nd;PROD474;INDIA;0.0
1-613496066;Queued-Awaiting Assignment;Pranesh;2011/11/22 01:06:42.000;Variant 9;9;Queued;Medium;Awaiting Assignment;Org line C;E_8;in;G181 2nd;PROD474;INDIA;533.0
1-613496066;Accepted-In Progress;Pavan;2011/11/29 15:29:02.000;Variant 9;9;Accepted;Medium;In Progress;Org line C;E_8;in;G186 2nd;PROD474;INDIA;656540.0
1-613496066;Accepted-Wait;Pavan;2011/11/29 15:33:42.000;Variant 9;9;Accepted;Medium;Wait;Org line C;E_8;in;G186 2nd;PROD474;INDIA;280.0
1-613496066;Completed-Closed;Pavan;2012/03/16 07:50:31.000;Variant 9;9;Completed;Medium;Closed;Org line C;E_8;in;G186 2nd;PROD474;INDIA;9303409.0
1-613740745;Accepted-In Progress;Sarath;2011/11/22 07:32:34.000;Variant 1;1;Accepted;Medium;In Progress;Org line C;E_4;us;G88 2nd;PROD219;INDIA;0.0
1-613740745;Completed-Closed;Sarath;2012/01/04 10:44:19.000;Variant 1;1;Completed;Medium;Closed;Org line C;E_4;us;G88 2nd;PROD219;INDIA;3726705.0
1-614378697;Accepted-In Progress;Curt;2011/11/23 00:48:06.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;E_1;se;G99 2nd;PROD153;Sweden;0.0
1-614378697;Queued-Awaiting Assignment;Curt;2011/11/23 00:54:14.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line C;E_1;se;G99 2nd;PROD153;Sweden;368.0
1-614378697;Accepted-In Progress;Saurabh;2012/02/01 14:35:57.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;E_1;se;G99 2nd;PROD153;INDIA;6097303.0
1-614378697;Completed-Closed;Saurabh;2012/03/14 11:14:44.000;Variant 5;5;Completed;Medium;Closed;Org line C;E_1;se;G99 2nd;PROD153;INDIA;3616727.0
1-614378787;Accepted-In Progress;Curt;2011/11/23 00:54:50.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;E_1;se;G99 2nd;PROD153;Sweden;0.0
1-614378787;Queued-Awaiting Assignment;Curt;2011/11/23 01:06:12.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line C;E_1;se;G99 2nd;PROD153;Sweden;682.0
1-614378787;Accepted-In Progress;Curt;2012/03/15 09:49:49.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;C_1;se;G100 3rd;PROD153;Sweden;9794617.0
1-614378787;Completed-Closed;Curt;2012/03/15 09:50:07.000;Variant 5;5;Completed;Medium;Closed;Org line C;C_1;se;G100 3rd;PROD153;Sweden;18.0
1-614451236;Accepted-In Progress;Bjarne;2011/11/23 07:06:12.000;Variant 1;1;Accepted;Medium;In Progress;Org line C;E_4;us;G88 2nd;PROD794;Sweden;0.0
1-614451236;Completed-Closed;Bjarne;2012/03/20 13:47:33.000;Variant 1;1;Completed;Medium;Closed;Org line C;E_4;us;G88 2nd;PROD794;Sweden;10219281.0
