Activity;Case ID;Duration;Event_Nr
Completed-Closed;1-604646378;8115.999999978953;2
Accepted-Assigned;1-605029866;45963230.99999999;1
Accepted-In Progress;1-605029866;1390.00000000028;2
Completed-Closed;1-605029866;6406966.999999984;3
Accepted-In Progress;1-605034229;0.0;1
Accepted-Wait;1-605034229;594381.0000000056;2
Completed-Closed;1-605034229;507463.0000000041;3
Accepted-In Progress;1-605279637;1.7064276917960496e-10;1
Completed-Closed;1-605279637;57.0000000025456;2
Accepted-In Progress;1-605728578;0.0;1
Accepted-Wait;1-605728578;19955384.999999996;2
Completed-Closed;1-605728578;1743811.9999999972;3
Accepted-In Progress;1-606441115;0.0;1
Accepted-Wait;1-606441115;73.00000001084081;2
Completed-Closed;1-606441115;97.00000000236186;3
Accepted-In Progress;1-606724483;0.0;1
Queued-Awaiting Assignment;1-606724483;631.9999999954341;2
Accepted-In Progress;1-606724483;3.6688482931361153e-09;3
Accepted-In Progress;1-606724483;17137787.00000001;4
Completed-Closed;1-606724483;6481953.000000023;5
Accepted-In Progress;1-606829317;1.649215246067451e-08;1
Queued-Awaiting Assignment;1-606829317;747.9999999892235;2
Accepted-In Progress;1-606829317;105190.99999999211;3
Completed-Closed;1-606829317;5773640.99999999;4
Accepted-In Progress;1-606971198;275.00000001648823;1
Accepted-Assigned;1-606971198;8.000000076681594;2
Accepted-In Progress;1-606971198;1.536778692930494e-08;3
Accepted-Assigned;1-606971198;5.999999959103769;4
Accepted-In Progress;1-606971198;1.0119081160566309e-08;5
Completed-Closed;1-606971198;95.00000003457487;6
Accepted-In Progress;1-607158761;6315865.999999996;1
Accepted-In Progress;1-607158761;0.0;2
Queued-Awaiting Assignment;1-607158761;4.0581118700642475e-08;3
Accepted-In Progress;1-607158761;29067.99999999986;4
Completed-Closed;1-607158761;2156019.999999993;5
Accepted-In Progress;1-607520800;2.6521995904882474e-08;1
Accepted-Wait;1-607520800;164.00000002258255;2
Completed-Closed;1-607520800;9017013.999999983;3
Accepted-In Progress;1-607840637;4.010834135187447e-09;1
Completed-Closed;1-607840637;1570407.9999999949;2
Accepted-Wait;1-607934151;72.99999999673962;1
Completed-Closed;1-607934151;2804.0000000150067;2
Accepted-In Progress;1-608010054;3323.0000000010536;1
Queued-Awaiting Assignment;1-608010054;310.0000000105752;2
Accepted-In Progress;1-608010054;41366604.0;3
Completed-Closed;1-608010054;255555.9999999969;4
Accepted-In Progress;1-608735919;30540002.999999993;1
Accepted-Wait;1-608735919;70263.99999997475;2
Accepted-In Progress;1-608735919;589139.9999999994;3
Completed-Closed;1-608735919;882.000000007126;4
Accepted-In Progress;1-609011164;37548236.99999999;1
Queued-Awaiting Assignment;1-609011164;2807.0000000130644;2
Accepted-In Progress;1-609011164;17570119.999999974;3
Completed-Closed;1-609011164;259414.00000001123;4
Accepted-In Progress;1-609700424;3.551242566311597e-10;1
Accepted-Assigned;1-609700424;1189.9999999989247;2
Accepted-In Progress;1-609700424;4.02580001857151e-09;3
Completed-Closed;1-609700424;89.99999998561564;4
Accepted-In Progress;1-611506787;48604370.0;1
Accepted-Wait;1-611506787;374.9999999893035;2
Completed-Closed;1-611506787;146.9999999887222;3
Accepted-In Progress;1-611582327;3.705833307005988e-08;1
Completed-Closed;1-611582327;15007635.999999987;2
Accepted-In Progress;1-611582394;267604.99999999435;1
Completed-Closed;1-611582394;12.999999995641694;2
Accepted-In Progress;1-611605221;1.2088313180012718e-08;1
Accepted-Wait;1-611605221;13812623.000000004;2
Completed-Closed;1-611605221;2156509.999999992;3
Accepted-In Progress;1-611632212;1.709408580641486e-08;1
Accepted-In Progress;1-611632212;56458815.00000001;2
Accepted-Wait;1-611632212;1637746.000000008;3
Completed-Closed;1-611632212;144.99999999591688;4
Accepted-In Progress;1-611637278;5615.999999998966;1
Completed-Closed;1-611637278;2838544.000000004;2
Accepted-In Progress;1-611651603;29903257.0;1
Accepted-Wait;1-611651603;374.99999998235387;2
Accepted-In Progress;1-611651603;0.0;3
Completed-Closed;1-611651603;6466111.000000004;4
Accepted-In Progress;1-612515539;1.6480677200117431e-09;1
Queued-Awaiting Assignment;1-612515539;466.9999999824623;2
Accepted-In Progress;1-612515539;2841.9999999923434;3
Queued-Awaiting Assignment;1-612515539;275.9999999777127;4
Accepted-In Progress;1-612515539;7.682630974971468e-09;5
Accepted-In Progress;1-612515539;0.0;6
Completed-Closed;1-612515539;78.00000000542977;7
Accepted-In Progress;1-613033122;0.0;1
Accepted-Wait;1-613033122;163.99999998759293;2
Accepted-In Progress;1-613033122;172.9999999861792;3
Completed-Closed;1-613033122;7269656.999999993;4
Accepted-In Progress;1-613412559;37733580.000000015;1
Completed-Closed;1-613412559;5176120.9999999935;2
Accepted-In Progress;1-613496066;4.865274045629952e-09;1
Queued-Awaiting Assignment;1-613496066;620.9999999962803;2
Accepted-In Progress;1-613496066;43856.999999988984;3
Accepted-Wait;1-613496066;480.0000000214539;4
Completed-Closed;1-613496066;1793057.9999999865;5
Accepted-In Progress;1-613740745;43856.9999999854;1
Completed-Closed;1-613740745;6220555.999999986;2
Accepted-In Progress;1-614378697;0.0;1
Queued-Awaiting Assignment;1-614378697;342.0000000148879;2
Accepted-In Progress;1-614378697;18870.999999997905;3
Completed-Closed;1-614378697;3720385.0000000033;4
Accepted-In Progress;1-614378787;6.498543620906503e-09;1
Queued-Awaiting Assignment;1-614378787;194.0000000302819;2
Accepted-In Progress;1-614378787;0.0;3
Completed-Closed;1-614378787;108.00000000228502;4
Accepted-In Progress;1-614451236;0.0;1
Completed-Closed;1-614451236;147.99999999903628;2
Accepted-In Progress;1-615224713;21764837.0;1
Completed-Closed;1-615224713;18.000000016481927;2
Accepted-In Progress;1-615905511;6.686502875259403e-09;1
Accepted-Wait;1-615905511;5184733.000000003;2
Completed-Closed;1-615905511;30.999999997916383;3
Accepted-In Progress;1-616014042;1.557186212171335e-08;1
Completed-Closed;1-616014042;3110080.9999999977;2
Accepted-In Progress;1-616409083;4.0674740244891195e-09;1
Completed-Closed;1-616409083;915.0000000384952;2
Accepted-In Progress;1-616409083;70845721.0;3
Completed-Closed;1-616409083;5593213.000000003;4
Accepted-In Progress;1-616977258;6.559076966185363e-09;1
Accepted-Assigned;1-616977258;77.99999995563512;2
Accepted-In Progress;1-616977258;5.1970708846030234e-08;3
Completed-Closed;1-616977258;590.9999999703828;4
Accepted-In Progress;1-616993936;3.791272001681584e-10;1
Queued-Awaiting Assignment;1-616993936;233.00000002457645;2
Accepted-In Progress;1-616993936;18790.999999980366;3
Queued-Awaiting Assignment;1-616993936;151.000000004764;4
Accepted-In Progress;1-616993936;38035108.0;5
Completed-Closed;1-616993936;130.99999999403744;6
Accepted-In Progress;1-617042441;0.0;1
Accepted-In Progress;1-617042441;87016964.0;2
Queued-Awaiting Assignment;1-617042441;1504.0000000377415;3
Accepted-In Progress;1-617042441;17527305.000000015;4
Accepted-Assigned;1-617042441;45963231.00000001;5
Accepted-In Progress;1-617042441;0.0;6
Completed-Closed;1-617042441;1339394.000000036;7
Accepted-In Progress;1-617049384;6.291811850732828e-09;1
Completed-Closed;1-617049384;20.00000000211259;2
Accepted-In Progress;1-617084616;1.6978954332464622e-08;1
Accepted-Wait;1-617084616;0.0;2
Completed-Closed;1-617084616;934.9999999943116;3
Accepted-In Progress;1-617389027;2293834.9999999804;1
Accepted-Wait;1-617389027;1478407.0000000212;2
Completed-Closed;1-617389027;859033.9999999973;3
Accepted-In Progress;1-617696569;5.395774852622168e-09;1
Completed-Closed;1-617696569;519.9999999942081;2
Accepted-In Progress;1-617696569;1.2066719897955037e-09;3
Accepted-In Progress;1-617696569;55269985.99999998;4
Completed-Closed;1-617696569;4039957.0000001057;5
Accepted-In Progress;1-618041243;0.0;1
Queued-Awaiting Assignment;1-618041243;534.9999999704008;2
Accepted-In Progress;1-618041243;3.0585082573007894e-08;3
Accepted-Wait;1-618041243;755.9999999990974;4
Completed-Closed;1-618041243;93.00000000002088;5
Accepted-In Progress;1-618041343;10905314.0;1
Queued-Awaiting Assignment;1-618041343;185.99999998619734;2
Accepted-In Progress;1-618041343;1.0395999885315055e-08;3
Queued-Awaiting Assignment;1-618041343;60.00000000143792;4
Accepted-In Progress;1-618041343;2145155.999999983;5
Completed-Closed;1-618041343;281402.00000003394;6
Accepted-In Progress;1-618116069;29068.00000001955;1
Queued-Awaiting Assignment;1-618116069;422.99999999764907;2
Accepted-In Progress;1-618116069;0.0;3
Accepted-Wait;1-618116069;13495110.999999972;4
Completed-Closed;1-618116069;1155014.0000000126;5
Accepted-In Progress;1-618143224;1.5522174558008822e-08;1
Queued-Awaiting Assignment;1-618143224;201.00000000369138;2
Accepted-Assigned;1-618143224;7.000000000216426;3
Accepted-In Progress;1-618143224;1.1863249706571464e-08;4
Completed-Closed;1-618143224;13549004.999999998;5
Accepted-In Progress;1-618170625;15423.999999982878;1
Accepted-Assigned;1-618170625;167.99999998314598;2
Accepted-Wait;1-618170625;143728.00000000096;3
Completed-Closed;1-618170625;653.9999999933663;4
Accepted-In Progress;1-618171180;293561.00000000105;1
Accepted-Wait;1-618171180;517944.9999999944;2
Completed-Closed;1-618171180;12767190.99999997;3
Accepted-In Progress;1-618283927;0.0;1
Accepted-In Progress;1-618283927;8062551.000000001;2
Completed-Closed;1-618283927;596724.9999999949;3
Accepted-In Progress;1-618589528;47437497.00000002;1
Accepted-Assigned;1-618589528;13.000000003459457;2
Accepted-In Progress;1-618589528;66620627.0;3
Accepted-In Progress;1-618589528;1997394.9999999932;4
Completed-Closed;1-618589528;1210602.9999999935;5
Accepted-In Progress;1-618620384;0.0;1
Completed-Closed;1-618620384;36.000000024048646;2
Accepted-In Progress;1-618883006;5.104392915301475e-08;1
Queued-Awaiting Assignment;1-618883006;3592701.9999999916;2
Accepted-In Progress;1-618883006;11214813.000000004;3
Queued-Awaiting Assignment;1-618883006;815.9999999886309;4
Accepted-In Progress;1-618883006;1.5188505028505626e-08;5
Completed-Closed;1-618883006;509.00000001336804;6
Accepted-In Progress;1-619067777;27129745.999999996;1
Queued-Awaiting Assignment;1-619067777;54.00000001154795;2
Accepted-In Progress;1-619067777;0.0;3
Accepted-Wait;1-619067777;8444148.99999998;4
Accepted-In Progress;1-619067777;900649.0000000143;5
Completed-Closed;1-619067777;7249059.999999993;6
Accepted-In Progress;1-619087129;0.0;1
Completed-Closed;1-619087129;75.00000000623211;2
Accepted-Assigned;1-619175501;1295965.9999999907;1
Accepted-In Progress;1-619175501;9.086742323707378e-09;2
Completed-Closed;1-619175501;146586.00000001656;3
Accepted-In Progress;1-619201265;44.99999999133154;1
Accepted-Assigned;1-619201265;22.999999988213695;2
Accepted-In Progress;1-619201265;3.764316145963109e-09;3
Completed-Closed;1-619201265;8634092.000000004;4
Accepted-In Progress;1-619232031;0.0;1
Accepted-Wait;1-619232031;14132613.999999996;2
Completed-Closed;1-619232031;115.99999998064477;3
Accepted-In Progress;1-619254483;233613.99999997343;1
Completed-Closed;1-619254483;590548.0000000083;2
Accepted-In Progress;1-619575181;323883.0000000049;1
Completed-Closed;1-619575181;194.9999999971681;2
Accepted-In Progress;1-619575181;156.99999999762363;3
Completed-Closed;1-619575181;3310562.9999999795;4
Accepted-In Progress;1-619684455;0.0;1
Completed-Closed;1-619684455;809.9999999957494;2
Accepted-In Progress;1-619719949;4741907.000000018;1
Queued-Awaiting Assignment;1-619719949;22310071.000000004;2
Queued-Awaiting Assignment;1-619719949;133.00000001272983;3
Accepted-In Progress;1-619719949;323882.99999996345;4
Queued-Awaiting Assignment;1-619719949;45.00000000790038;5
Accepted-In Progress;1-619719949;0.0;6
Completed-Closed;1-619719949;2069029.0000000035;7
Accepted-In Progress;1-619767065;1.1609727660953346e-09;1
Accepted-In Progress;1-619767065;0.0;2
Completed-Closed;1-619767065;13399793.000000015;3
Accepted-In Progress;1-619857642;169.00000003724236;1
Accepted-In Progress;1-619857642;0.0;2
Completed-Closed;1-619857642;3283419.9999999846;3
Accepted-In Progress;1-620015297;0.0;1
Completed-Closed;1-620015297;133.99999999479223;2
Accepted-In Progress;1-620074564;1453.9999999850713;1
Completed-Closed;1-620074564;3470159.0000000047;2
Accepted-In Progress;1-620430705;2.6536923243182507e-08;1
Completed-Closed;1-620430705;15007636.00000001;2
Accepted-In Progress;1-620432583;0.0;1
Queued-Awaiting Assignment;1-620432583;12.000000010543774;2
Accepted-In Progress;1-620432583;112.99999997125045;3
Accepted-Wait;1-620432583;42.99999996576099;4
Accepted-In Progress;1-620432583;3.0047550645846424e-08;5
Completed-Closed;1-620432583;68.99999999633617;6
Accepted-In Progress;1-620572095;2234184.0000000014;1
Completed-Closed;1-620572095;18377718.999999955;2
Accepted-In Progress;1-620584677;4.45270511589583e-08;1
Accepted-Assigned;1-620584677;33.99999997630534;2
Accepted-In Progress;1-620584677;0.0;3
Completed-Closed;1-620584677;1216184.999999995;4
Accepted-In Progress;1-620656965;4.547769471828106e-09;1
Completed-Closed;1-620656965;935.0000000125862;2
Accepted-In Progress;1-620705595;0.0;1
Completed-Closed;1-620705595;21606949.999999996;2
Accepted-In Progress;1-620857518;1.7616668194291466e-09;1
Completed-Closed;1-620857518;238.99999999968225;2
Accepted-In Progress;1-620925267;67.99999997428577;1
Accepted-Assigned;1-620925267;5.92038950032358e-10;2
Accepted-In Progress;1-620925267;2337.000000016016;3
Accepted-In Progress;1-620925267;0.0;4
Completed-Closed;1-620925267;336.0000000120237;5
Accepted-In Progress;1-621023087;0.0;1
Completed-Closed;1-621023087;5457607.999999981;2
Accepted-In Progress;1-621039603;0.0;1
Completed-Closed;1-621039603;30503774.999999996;2
Accepted-In Progress;1-621322866;3.5080667698788736e-09;1
Completed-Closed;1-621322866;93.99999997822512;2
Accepted-In Progress;1-621369891;7.54592202801365e-09;1
Completed-Closed;1-621369891;165272.00000001007;2
Accepted-In Progress;1-621571462;25086.999999993994;1
Completed-Closed;1-621571462;159.00000002499306;2
Accepted-In Progress;1-622156083;9.657800450726976e-09;1
Queued-Awaiting Assignment;1-622156083;351.00000002599927;2
Accepted-Assigned;1-622156083;3.589725774189947e-08;3
Accepted-In Progress;1-622156083;0.0;4
Completed-Closed;1-622156083;2791168.000000001;5
Accepted-In Progress;1-622295317;1.1883931166897228e-08;1
Accepted-Wait;1-622295317;0.0;2
Completed-Closed;1-622295317;73172756.99999999;3
Accepted-In Progress;1-622618613;0.0;1
Queued-Awaiting Assignment;1-622618613;118.99999993690889;2
Accepted-In Progress;1-622618613;0.0;3
Accepted-Wait;1-622618613;6245.000000008868;4
Completed-Closed;1-622618613;9924289.999999989;5
Accepted-In Progress;1-622630582;3.4176704495569575e-09;1
Accepted-Wait;1-622630582;143728.00000001158;2
Completed-Closed;1-622630582;27244362.999999974;3
Accepted-In Progress;1-622652886;1.477294516189116e-08;1
Completed-Closed;1-622652886;7695269.999999993;2
Accepted-In Progress;1-622783644;63253765.000000015;1
Accepted-Wait;1-622783644;4.886223743142909e-09;2
Accepted-In Progress;1-622783644;0.0;3
Completed-Closed;1-622783644;1217295.9999999963;4
Accepted-In Progress;1-622806196;911990.0000000072;1
Accepted-Wait;1-622806196;464.99999999049135;2
Accepted-In Progress;1-622806196;156.99999999207782;3
Completed-Closed;1-622806196;112.00000002057814;4
Accepted-In Progress;1-622847448;15236.000000018059;1
Accepted-Assigned;1-622847448;266.9999999964052;2
Accepted-In Progress;1-622847448;13971120.999999994;3
Completed-Closed;1-622847448;266726.99999999814;4
Accepted-In Progress;1-622856843;0.0;1
Completed-Closed;1-622856843;3016873.0000000126;2
Accepted-In Progress;1-622874191;2.3247384881986728e-08;1
Accepted-In Progress;1-622874191;0.0;2
Completed-Closed;1-622874191;1814645.0000000012;3
Accepted-In Progress;1-622884303;495914.9999999945;1
Accepted-Wait;1-622884303;0.0;2
Completed-Closed;1-622884303;80.00000000861286;3
Accepted-In Progress;1-622940906;0.0;1
Accepted-In Progress;1-622940906;6812130.999999992;2
Completed-Closed;1-622940906;16863809.99999999;3
Accepted-In Progress;1-623152702;0.0;1
Completed-Closed;1-623152702;26.000000009959894;2
Accepted-In Progress;1-623336818;2335106.9999999865;1
Completed-Closed;1-623336818;285.00000001784184;2
Accepted-In Progress;1-623354971;449634.9999999992;1
Accepted-Assigned;1-623354971;9.999999998018968;2
Accepted-In Progress;1-623354971;1.3437576423330849e-08;3
Completed-Closed;1-623354971;3133605.000000006;4
Accepted-In Progress;1-623520821;1662546.9999999763;1
Accepted-Wait;1-623520821;115.9999999949648;2
Accepted-In Progress;1-623520821;17570119.99999996;3
Accepted-Wait;1-623520821;1441.9999999941504;4
Accepted-In Progress;1-623520821;7.203069382320686e-09;5
Accepted-Wait;1-623520821;47182936.0;6
Completed-Closed;1-623520821;1104956.0000000005;7
Accepted-In Progress;1-623521280;6.648587393267347e-09;1
Accepted-In Progress;1-623521280;7411954.99999995;2
Accepted-Wait;1-623521280;13876250.000000004;3
Completed-Closed;1-623521280;1.0000000102393038;4
Accepted-In Progress;1-623626713;0.0;1
Accepted-Assigned;1-623626713;7007558.000000004;2
Accepted-In Progress;1-623626713;82597.9999999592;3
Accepted-Wait;1-623626713;1399.0000000012833;4
Completed-Closed;1-623626713;8740462.99999997;5
Accepted-In Progress;1-623792185;41.00000001222302;1
Queued-Awaiting Assignment;1-623792185;954.9999999536312;2
Accepted-In Progress;1-623792185;5.9718219676048345e-09;3
Queued-Awaiting Assignment;1-623792185;227.00000010172593;4
Accepted-In Progress;1-623792185;3.056975039953301e-08;5
Accepted-In Progress;1-623792185;0.0;6
Completed-Closed;1-623792185;70.00000001432474;7
Accepted-In Progress;1-623859845;1730611.0000000028;1
Completed-Closed;1-623859845;34020.99999999934;2
Accepted-In Progress;1-624009613;4856989.000000004;1
Completed-Closed;1-624009613;434873.00000002317;2
Accepted-In Progress;1-624219528;6.664009934083422e-09;1
Completed-Closed;1-624219528;2145907.000000002;2
Queued-Awaiting Assignment;1-624305845;1.0000000096313237;1
Accepted-In Progress;1-624305845;2.228882897454318e-08;2
Completed-Closed;1-624305845;188.00000000606894;3
Accepted-In Progress;1-624450715;8553791.999999987;1
Accepted-Wait;1-624450715;9768402.000000013;2
Completed-Closed;1-624450715;18.000000004827207;3
Accepted-In Progress;1-624711258;4433392.999999978;1
Queued-Awaiting Assignment;1-624711258;707.9999999952356;2
Accepted-In Progress;1-624711258;1.1834408798123904e-10;3
Completed-Closed;1-624711258;69.00000001505022;4
Accepted-In Progress;1-624745314;1.3149738780227916e-08;1
Completed-Closed;1-624745314;8948618.0;2
Accepted-In Progress;1-624845426;4.307974163634009e-09;1
Queued-Awaiting Assignment;1-624845426;45.00000000534837;2
Accepted-In Progress;1-624845426;2.016402470367027e-08;3
Completed-Closed;1-624845426;12633553.999999998;4
Accepted-In Progress;1-625322174;417874.00000000524;1
Queued-Awaiting Assignment;1-625322174;133.99999999806107;2
Accepted-In Progress;1-625322174;2.1087458841587524e-08;3
Accepted-Wait;1-625322174;3192565.0000000033;4
Completed-Closed;1-625322174;1640.000000007177;5
Accepted-In Progress;1-625459293;169.00000000798403;1
Queued-Awaiting Assignment;1-625459293;54.00000003142831;2
Accepted-In Progress;1-625459293;0.0;3
Accepted-Wait;1-625459293;1642720.9999999825;4
Completed-Closed;1-625459293;3561232.999999991;5
Accepted-In Progress;1-625628532;1.5053875699678212e-08;1
Completed-Closed;1-625628532;131.00000000029672;2
Accepted-In Progress;1-625634702;3721183.0000000014;1
Accepted-Wait;1-625634702;12101739.99999999;2
Completed-Closed;1-625634702;2.99999998286325;3
Accepted-In Progress;1-625634824;1.0311956545596086e-08;1
Accepted-Wait;1-625634824;14.999999996098596;2
Completed-Closed;1-625634824;44.000000006897984;3
Accepted-In Progress;1-625634936;3.997222171334851e-10;1
Accepted-Wait;1-625634936;7302.999999999673;2
Completed-Closed;1-625634936;174.00000002921195;3
Accepted-In Progress;1-625646775;2002376.9999999714;1
Completed-Closed;1-625646775;5.000000015488747;2
Accepted-In Progress;1-626102521;1.4024522690746234e-09;1
Completed-Closed;1-626102521;55.99999999948458;2
Accepted-In Progress;1-626212681;417873.9999999985;1
Accepted-Wait;1-626212681;191.0000000020536;2
Accepted-In Progress;1-626212681;50.99999999528093;3
Completed-Closed;1-626212681;13549004.999999978;4
Accepted-In Progress;1-626462354;797.0000000166187;1
Accepted-Wait;1-626462354;6889.000000001792;2
Completed-Closed;1-626462354;621307.0000000013;3
Accepted-In Progress;1-626510640;0.0;1
Accepted-Wait;1-626510640;338.0000000054439;2
Accepted-In Progress;1-626510640;3469124.0000000075;3
Accepted-Wait;1-626510640;0.0;4
Accepted-In Progress;1-626510640;2.961139171427571e-09;5
Accepted-Wait;1-626510640;1716458.0000000035;6
Completed-Closed;1-626510640;1389792.0000000426;7
Accepted-In Progress;1-626515794;0.0;1
Accepted-Assigned;1-626515794;114.9999999958353;2
Accepted-Assigned;1-626515794;9.999999984246632;3
Accepted-In Progress;1-626515794;0.0;4
Completed-Closed;1-626515794;44088794.000000015;5
Accepted-In Progress;1-626760391;0.0;1
Accepted-In Progress;1-626760391;447.9999999955573;2
Completed-Closed;1-626760391;4908.999999996256;3
Accepted-In Progress;1-626834451;3889799.9999999935;1
Accepted-Assigned;1-626834451;96.00000001726909;2
Completed-Closed;1-626834451;1585.0000000168816;3
Accepted-In Progress;1-627336700;138.999999999061;1
Accepted-Assigned;1-627336700;154.99999999445703;2
Accepted-In Progress;1-627336700;3200889.999999994;3
Completed-Closed;1-627336700;11.000000001356213;4
Accepted-In Progress;1-627337013;0.0;1
Accepted-In Progress;1-627337013;100.99999999391653;2
Completed-Closed;1-627337013;7617232.000000003;3
Accepted-In Progress;1-627532005;0.0;1
Accepted-Assigned;1-627532005;9.00000000745081;2
Accepted-Wait;1-627532005;3546962.0000000293;3
Completed-Closed;1-627532005;5961365.000000008;4
Accepted-In Progress;1-627557462;3.259778122195625e-09;1
Accepted-In Progress;1-627557462;1.952294066162795e-08;2
Completed-Closed;1-627557462;18840082.00000001;3
Accepted-In Progress;1-627630611;8441655.000000007;1
Queued-Awaiting Assignment;1-627630611;440.00000002087233;2
Accepted-In Progress;1-627630611;3469124.0000000084;3
Completed-Closed;1-627630611;16863809.99999998;4
Accepted-In Progress;1-627878397;0.0;1
Accepted-In Progress;1-627878397;2.9500503286014806e-09;2
Completed-Closed;1-627878397;18840081.999999996;3
Accepted-In Progress;1-627936524;1.287042975821758e-08;1
Completed-Closed;1-627936524;6885971.999999999;2
Accepted-In Progress;1-627980711;0.0;1
Completed-Closed;1-627980711;63.00000000915196;2
Accepted-In Progress;1-628078553;2.8992754297029558e-08;1
Completed-Closed;1-628078553;4241552.999999988;2
Accepted-In Progress;1-628105478;0.0;1
Accepted-Assigned;1-628105478;69.0000000031292;2
Accepted-In Progress;1-628105478;2.7541091573320457e-09;3
Completed-Closed;1-628105478;303.9999999900466;4
Accepted-In Progress;1-628222366;1.6211817577800989e-09;1
Completed-Closed;1-628222366;5176120.999999999;2
Accepted-In Progress;1-628255780;0.0;1
Completed-Closed;1-628255780;3349995.9999999823;2
Accepted-In Progress;1-628669941;1.7661758101138647e-08;1
Completed-Closed;1-628669941;2305.0000000437153;2
Accepted-In Progress;1-628704675;9657577.000000019;1
Queued-Awaiting Assignment;1-628704675;191.99999999959198;2
Accepted-In Progress;1-628704675;1211918.9999999902;3
Queued-Awaiting Assignment;1-628704675;89.00000000109644;4
Accepted-In Progress;1-628704675;4485531.0000000065;5
Completed-Closed;1-628704675;89.00000000541681;6
Accepted-In Progress;1-629618537;5181868.999999989;1
Accepted-Assigned;1-629618537;198683.99999998658;2
Accepted-In Progress;1-629618537;20703900.0;3
Completed-Closed;1-629618537;19.000000022234293;4
Accepted-In Progress;1-629629428;0.0;1
Accepted-Assigned;1-629629428;10710.999999999818;2
Accepted-In Progress;1-629629428;1177.0000000081088;3
Completed-Closed;1-629629428;62.99999999590822;4
Accepted-In Progress;1-629642635;105190.99999996458;1
Accepted-In Progress;1-629642635;0.0;2
Accepted-Assigned;1-629642635;6250998.999999993;3
Accepted-In Progress;1-629642635;926440.9999999725;4
Completed-Closed;1-629642635;171845.0000000195;5
Accepted-In Progress;1-629991273;0.0;1
Accepted-In Progress;1-629991273;1.2413730847703504e-08;2
Completed-Closed;1-629991273;0.9999999934049837;3
Accepted-In Progress;1-630156753;0.0;1
Queued-Awaiting Assignment;1-630156753;138.9999999968426;2
Accepted-In Progress;1-630156753;7.346620801195953e-10;3
Completed-Closed;1-630156753;210.99999999574462;4
Accepted-In Progress;1-630493188;2845071.9999999898;1
Completed-Closed;1-630493188;23.000000000285137;2
Accepted-In Progress;1-631001113;1.890144268388123e-08;1
Completed-Closed;1-631001113;34922025.99999999;2
Accepted-In Progress;1-631509503;292.0000000032316;1
Completed-Closed;1-631509503;17095172.0;2
Accepted-In Progress;1-632486751;1356147.0000000077;1
Accepted-Assigned;1-632486751;8.999999998871337;2
Accepted-In Progress;1-632486751;0.0;3
Completed-Closed;1-632486751;984.0000000244443;4
Accepted-In Progress;1-633036453;1.785472114155276e-09;1
Queued-Awaiting Assignment;1-633036453;157.00000000227197;2
Accepted-In Progress;1-633036453;0.0;3
Completed-Closed;1-633036453;73.00000000379265;4
Accepted-In Progress;1-633092732;0.0;1
Accepted-In Progress;1-633092732;0.0;2
Completed-Closed;1-633092732;176808.99999999104;3
Accepted-In Progress;1-633184307;5.950900193471457e-09;1
Completed-Closed;1-633184307;36127754.999999985;2
Accepted-In Progress;1-634447637;0.0;1
Accepted-Wait;1-634447637;3018.99999999885;2
Accepted-In Progress;1-634447637;335.999999997684;3
Completed-Closed;1-634447637;328565.9999999988;4
Accepted-In Progress;1-634479154;1.127957719382535e-10;1
Completed-Closed;1-634479154;10888626.999999996;2
Accepted-In Progress;1-634487640;1.749887607884836e-08;1
Completed-Closed;1-634487640;29731477.000000007;2
Accepted-In Progress;1-634506651;0.0;1
Completed-Closed;1-634506651;2699231.000000005;2
Accepted-In Progress;1-634533656;2.9730054812432647e-08;1
Completed-Closed;1-634533656;36796285.000000015;2
Accepted-In Progress;1-635351501;0.0;1
Completed-Closed;1-635351501;281.99999999818436;2
Accepted-In Progress;1-635382525;2.895992027375269e-09;1
Completed-Closed;1-635382525;457.99999999969657;2
Accepted-In Progress;1-635404161;0.0;1
Accepted-Wait;1-635404161;6.000000016735257;2
Completed-Closed;1-635404161;21607422.000000007;3
Accepted-In Progress;1-636501102;268364.000000004;1
Completed-Closed;1-636501102;3722.000000002692;2
Accepted-In Progress;1-636789520;0.0;1
Completed-Closed;1-636789520;251.0000000173151;2
Accepted-In Progress;1-636849620;156175.99999997386;1
Accepted-Assigned;1-636849620;10.000000003817686;2
Accepted-In Progress;1-636849620;23244059.000000007;3
Accepted-Wait;1-636849620;191.0000000015296;4
Completed-Closed;1-636849620;185.99999999003828;5
Accepted-In Progress;1-636867758;0.0;1
Completed-Closed;1-636867758;3825409.0000000116;2
Accepted-In Progress;1-637035141;48541194.99999999;1
Completed-Closed;1-637035141;12.999999989968394;2
Accepted-In Progress;1-637059802;2737.000000033905;1
Completed-Closed;1-637059802;266.0000000011787;2
Accepted-In Progress;1-637142120;7.189409182703423e-09;1
Completed-Closed;1-637142120;8451565.0;2
Accepted-In Progress;1-637222863;0.0;1
Accepted-In Progress;1-637222863;0.0;2
Queued-Awaiting Assignment;1-637222863;32.00000001053467;3
Accepted-In Progress;1-637222863;17171.999999991884;4
Completed-Closed;1-637222863;428315.0000000001;5
Accepted-In Progress;1-637283508;82.99999999906608;1
Queued-Awaiting Assignment;1-637283508;1.538550144493792e-08;2
Accepted-In Progress;1-637283508;2942607.0000000047;3
Completed-Closed;1-637283508;5975001.999999998;4
Queued-Awaiting Assignment;1-637307494;139.99999999211374;1
Accepted-In Progress;1-637307494;7838701.000000001;2
