Activity;Case ID;Duration;Event_Nr
Queued-Awaiting Assignment;1-616993936;151997.0000000125;2
Accepted-In Progress;1-616993936;0.0;3
Queued-Awaiting Assignment;1-616993936;175.00000002063118;4
Accepted-In Progress;1-616993936;52252942.00000006;5
Completed-Closed;1-616993936;62668354.0;6
Accepted-In Progress;1-617042441;35071.999999997985;1
Accepted-In Progress;1-617042441;333308.0000000107;2
Queued-Awaiting Assignment;1-617042441;9.065775006092534e-09;3
Accepted-In Progress;1-617042441;0.0;4
Accepted-Assigned;1-617042441;131.00000000017525;5
Accepted-In Progress;1-617042441;2.131382054712471e-09;6
Completed-Closed;1-617042441;146.9999999948711;7
Accepted-In Progress;1-617049384;971778.000000006;1
Completed-Closed;1-617049384;1796.0000000054363;2
Accepted-In Progress;1-617084616;3.894720071080516e-08;1
Accepted-Wait;1-617084616;38.999999996679705;2
Completed-Closed;1-617084616;13199842.000000002;3
Accepted-In Progress;1-617389027;1.4586008243778307e-08;1
Accepted-Wait;1-617389027;3047.9999999978086;2
Completed-Closed;1-617389027;1192352.0000000163;3
Accepted-In Progress;1-617696569;0.0;1
Completed-Closed;1-617696569;6108748.000000002;2
Accepted-In Progress;1-617696569;14071687.000000006;3
Accepted-In Progress;1-617696569;0.0;4
Completed-Closed;1-617696569;441.99999999938547;5
Accepted-In Progress;1-618041243;10199720.00000001;1
Queued-Awaiting Assignment;1-618041243;594964.9999999972;2
Accepted-In Progress;1-618041243;9.211387340828313e-10;3
Accepted-Wait;1-618041243;4967253.999999991;4
Completed-Closed;1-618041243;3650150.9999999963;5
Accepted-In Progress;1-618041343;926441.0000000009;1
Queued-Awaiting Assignment;1-618041343;793.999999991773;2
Accepted-In Progress;1-618041343;0.0;3
Queued-Awaiting Assignment;1-618041343;49.99999998395812;4
Accepted-In Progress;1-618041343;0.0;5
Completed-Closed;1-618041343;3023877.0000000005;6
Accepted-In Progress;1-618116069;0.0;1
Queued-Awaiting Assignment;1-618116069;100.99999999155322;2
Accepted-In Progress;1-618116069;47909.00000000156;3
Accepted-Wait;1-618116069;431468.9999999957;4
Completed-Closed;1-618116069;80.00000000532694;5
Accepted-In Progress;1-618143224;84085.99999999932;1
Queued-Awaiting Assignment;1-618143224;274.0000000064938;2
Accepted-Assigned;1-618143224;201.9999999974482;3
Accepted-In Progress;1-618143224;0.0;4
Completed-Closed;1-618143224;8895685.000000002;5
Accepted-In Progress;1-618170625;12197410.999999989;1
Accepted-Assigned;1-618170625;249.00000001584763;2
Accepted-Wait;1-618170625;358.0000000112104;3
Completed-Closed;1-618170625;15738.000000000013;4
Accepted-In Progress;1-618171180;5.208814248643389e-09;1
Accepted-Wait;1-618171180;17449675.000000004;2
Completed-Closed;1-618171180;3808003.999999988;3
Accepted-In Progress;1-618283927;0.0;1
Accepted-In Progress;1-618283927;16424328.999999989;2
Completed-Closed;1-618283927;81882.99999998456;3
Accepted-In Progress;1-618589528;0.0;1
Accepted-Assigned;1-618589528;105.0000000207644;2
Accepted-In Progress;1-618589528;42650742.00000001;3
Accepted-In Progress;1-618589528;939.0000000048675;4
Completed-Closed;1-618589528;262168.0000000008;5
Accepted-In Progress;1-618620384;4.406389022319242e-09;1
Completed-Closed;1-618620384;4223651.999999995;2
Accepted-In Progress;1-618883006;3121134.9999999786;1
Queued-Awaiting Assignment;1-618883006;151997.00000001126;2
Accepted-In Progress;1-618883006;0.0;3
Queued-Awaiting Assignment;1-618883006;482.00000002161573;4
Accepted-In Progress;1-618883006;6487401.000000001;5
Completed-Closed;1-618883006;55.99999999842199;6
Accepted-In Progress;1-619067777;0.0;1
Queued-Awaiting Assignment;1-619067777;49.99999999547795;2
Accepted-In Progress;1-619067777;1482.9999999999018;3
Accepted-Wait;1-619067777;481185.99999998393;4
Accepted-In Progress;1-619067777;1.4665803096582203e-08;5
Completed-Closed;1-619067777;495.99999999712156;6
Accepted-In Progress;1-619087129;900648.9999999979;1
Completed-Closed;1-619087129;1.0000000407168077;2
Accepted-Assigned;1-619175501;6140572.000000018;1
Accepted-In Progress;1-619175501;17196273.0;2
Completed-Closed;1-619175501;3558.000000003682;3
Accepted-In Progress;1-619201265;1.6756649541206824e-08;1
Accepted-Assigned;1-619201265;877.0000000012108;2
Accepted-In Progress;1-619201265;0.0;3
Completed-Closed;1-619201265;3023877.0000000107;4
Accepted-In Progress;1-619232031;1.3511677111635653e-09;1
Accepted-Wait;1-619232031;0.0;2
Completed-Closed;1-619232031;30503775.000000004;3
Accepted-In Progress;1-619254483;3.493631921535337e-09;1
Completed-Closed;1-619254483;41.99999997649723;2
Accepted-In Progress;1-619575181;6.2733599028477305e-09;1
Completed-Closed;1-619575181;12602776.000000002;2
Accepted-In Progress;1-619575181;0.0;3
Completed-Closed;1-619575181;7013241.999999994;4
Accepted-In Progress;1-619684455;157.0000000204322;1
Completed-Closed;1-619684455;1812341.9999999919;2
Accepted-In Progress;1-619719949;1730610.9999999893;1
Queued-Awaiting Assignment;1-619719949;342.00000000447335;2
Queued-Awaiting Assignment;1-619719949;0.9999999898478678;3
Accepted-In Progress;1-619719949;148655.99999999942;4
Queued-Awaiting Assignment;1-619719949;22970530.999999993;5
Accepted-In Progress;1-619719949;247.99999996870562;6
Completed-Closed;1-619719949;9067548.999999989;7
Accepted-In Progress;1-619767065;1917663.9999999912;1
Accepted-In Progress;1-619767065;12011499.0;2
Completed-Closed;1-619767065;1216184.9999999958;3
Accepted-In Progress;1-619857642;252337.99999999438;1
Accepted-In Progress;1-619857642;0.0;2
Completed-Closed;1-619857642;947009.0000000183;3
Accepted-In Progress;1-620015297;13908741.999999998;1
Completed-Closed;1-620015297;4072832.0000000065;2
Accepted-In Progress;1-620074564;1.4994625923513863e-09;1
Completed-Closed;1-620074564;10302806.999999998;2
Accepted-In Progress;1-620430705;14667.000000002741;1
Completed-Closed;1-620430705;2812.9999999791867;2
Accepted-In Progress;1-620432583;2.53901874233547e-09;1
Queued-Awaiting Assignment;1-620432583;341.9999999223564;2
Accepted-In Progress;1-620432583;1496577.999999998;3
Accepted-Wait;1-620432583;33189811.000000007;4
Accepted-In Progress;1-620432583;0.0;5
Completed-Closed;1-620432583;2844354.0000000014;6
Accepted-In Progress;1-620572095;0.0;1
Completed-Closed;1-620572095;61.00000000008406;2
Accepted-In Progress;1-620584677;37733580.0;1
Accepted-Assigned;1-620584677;75.00000001709078;2
Accepted-In Progress;1-620584677;0.0;3
Completed-Closed;1-620584677;5446787.999999998;4
Accepted-In Progress;1-620656965;0.0;1
Completed-Closed;1-620656965;2.00000000031687;2
Accepted-In Progress;1-620705595;2541.9999999965994;1
Completed-Closed;1-620705595;10805614.000000019;2
Accepted-In Progress;1-620857518;0.0;1
Completed-Closed;1-620857518;3289091.999999972;2
Accepted-In Progress;1-620925267;0.0;1
Accepted-Assigned;1-620925267;9.999999973046807;2
Accepted-In Progress;1-620925267;7839163.999999969;3
Accepted-In Progress;1-620925267;6.691785300827762e-09;4
Completed-Closed;1-620925267;2255840.000000001;5
Accepted-In Progress;1-621023087;1.6472827307978623e-09;1
Completed-Closed;1-621023087;590548.0000000001;2
Accepted-In Progress;1-621039603;900649.0000000135;1
Completed-Closed;1-621039603;954066.0000000268;2
Accepted-In Progress;1-621322866;2.7050131978080374e-10;1
Completed-Closed;1-621322866;2.9999999870791676;2
Accepted-In Progress;1-621369891;1263.0000000101586;1
Completed-Closed;1-621369891;4223651.999999982;2
Accepted-In Progress;1-621571462;5.3434440240551734e-08;1
Completed-Closed;1-621571462;2255839.999999983;2
Accepted-In Progress;1-622156083;3795.9999999978622;1
Queued-Awaiting Assignment;1-622156083;95385.99999996074;2
Accepted-Assigned;1-622156083;68269.99999999693;3
Accepted-In Progress;1-622156083;0.0;4
Completed-Closed;1-622156083;8976828.000000006;5
Accepted-In Progress;1-622295317;0.0;1
Accepted-Wait;1-622295317;5078851.9999999935;2
Completed-Closed;1-622295317;31416503.999999985;3
Accepted-In Progress;1-622618613;1.1601653626157781e-08;1
Queued-Awaiting Assignment;1-622618613;12.0000000425165;2
Accepted-In Progress;1-622618613;3052285.000000008;3
Accepted-Wait;1-622618613;13097.0000000029;4
Completed-Closed;1-622618613;851.9999999944681;5
Accepted-In Progress;1-622630582;502020.9999999947;1
Accepted-Wait;1-622630582;1441.9999999701479;2
Completed-Closed;1-622630582;4460945.999999989;3
Accepted-In Progress;1-622652886;34984625.0;1
Completed-Closed;1-622652886;50.000000002313;2
Accepted-In Progress;1-622783644;0.0;1
Accepted-Wait;1-622783644;147.0000000013594;2
Accepted-In Progress;1-622783644;0.0;3
Completed-Closed;1-622783644;109.00000002277582;4
Accepted-In Progress;1-622806196;26977285.000000004;1
Accepted-Wait;1-622806196;3205280.0000000116;2
Accepted-In Progress;1-622806196;7340.999999997369;3
Completed-Closed;1-622806196;35.0000000088644;4
Accepted-In Progress;1-622847448;1.2167829586362702e-08;1
Accepted-Assigned;1-622847448;59625711.0;2
Accepted-In Progress;1-622847448;8.459239781581517e-09;3
Completed-Closed;1-622847448;42.00000001067625;4
Accepted-In Progress;1-622856843;0.0;1
Completed-Closed;1-622856843;3182519.0000000116;2
Accepted-In Progress;1-622874191;5.108473945104072e-09;1
Accepted-In Progress;1-622874191;0.0;2
Completed-Closed;1-622874191;92.99999996611473;3
Accepted-In Progress;1-622884303;5791519.000000014;1
Accepted-Wait;1-622884303;17646772.000000007;2
Completed-Closed;1-622884303;2637.0000000151763;3
Accepted-In Progress;1-622940906;363375.00000000047;1
Accepted-In Progress;1-622940906;37925181.0;2
Completed-Closed;1-622940906;21925454.000000004;3
Accepted-In Progress;1-623152702;139.00000001394105;1
Completed-Closed;1-623152702;4665304.999999998;2
Accepted-In Progress;1-623336818;0.0;1
Completed-Closed;1-623336818;244.00000000854607;2
Accepted-In Progress;1-623354971;6394421.0;1
Accepted-Assigned;1-623354971;97.99999998320061;2
Accepted-In Progress;1-623354971;1.3794295935169438e-09;3
Completed-Closed;1-623354971;3470159.0000000005;4
Accepted-In Progress;1-623520821;5181869.000000047;1
Accepted-Wait;1-623520821;929.9999999910327;2
Accepted-In Progress;1-623520821;0.0;3
Accepted-Wait;1-623520821;2228026.0000000014;4
Accepted-In Progress;1-623520821;0.0;5
Accepted-Wait;1-623520821;253252.99999999595;6
Completed-Closed;1-623520821;4835958.0;7
Accepted-In Progress;1-623521280;1.3793767438153446e-08;1
Accepted-In Progress;1-623521280;476.00000000168745;2
Accepted-Wait;1-623521280;539.9999999924588;3
Completed-Closed;1-623521280;2534818.999999986;4
Accepted-In Progress;1-623626713;0.0;1
Accepted-Assigned;1-623626713;113.99999999747624;2
Accepted-In Progress;1-623626713;0.0;3
Accepted-Wait;1-623626713;7952265.00000002;4
Completed-Closed;1-623626713;82129.00000003692;5
Accepted-In Progress;1-623792185;0.0;1
Queued-Awaiting Assignment;1-623792185;598.9999999990699;2
Accepted-In Progress;1-623792185;0.0;3
Queued-Awaiting Assignment;1-623792185;147.00000005787837;4
Accepted-In Progress;1-623792185;0.0;5
Accepted-In Progress;1-623792185;9794616.999999987;6
Completed-Closed;1-623792185;246354.99999999316;7
Accepted-In Progress;1-623859845;0.0;1
Completed-Closed;1-623859845;3016872.999999993;2
Accepted-In Progress;1-624009613;29903257.000000007;1
Completed-Closed;1-624009613;1764405.9999999965;2
Accepted-In Progress;1-624219528;4.901916673803349e-10;1
Completed-Closed;1-624219528;80.00000000849697;2
Queued-Awaiting Assignment;1-624305845;312.0000000215089;1
Accepted-In Progress;1-624305845;618341.0000000095;2
Completed-Closed;1-624305845;334861.000000001;3
Accepted-In Progress;1-624450715;1262.999999994827;1
Accepted-Wait;1-624450715;694050.9999999931;2
Completed-Closed;1-624450715;195288.99999998068;3
Accepted-In Progress;1-624711258;32486832.999999993;1
Queued-Awaiting Assignment;1-624711258;374.00000000383085;2
Accepted-In Progress;1-624711258;0.0;3
Completed-Closed;1-624711258;4588347.000000005;4
Accepted-In Progress;1-624745314;28947.000000026514;1
Completed-Closed;1-624745314;26331748.999999996;2
Accepted-In Progress;1-624845426;381.00000001043423;1
Queued-Awaiting Assignment;1-624845426;620.9999999498269;2
Accepted-In Progress;1-624845426;7471038.000000006;3
Completed-Closed;1-624845426;5173259.9999999935;4
Accepted-In Progress;1-625322174;0.0;1
Queued-Awaiting Assignment;1-625322174;711.9999999617465;2
Accepted-In Progress;1-625322174;2.6191784948042405e-08;3
Accepted-Wait;1-625322174;24.0000000034975;4
Completed-Closed;1-625322174;120.00000001052963;5
Accepted-In Progress;1-625459293;1636001.000000004;1
Queued-Awaiting Assignment;1-625459293;394.9999999944313;2
Accepted-In Progress;1-625459293;0.0;3
Accepted-Wait;1-625459293;3048.0000000106547;4
Completed-Closed;1-625459293;3289091.9999999907;5
Accepted-In Progress;1-625628532;0.0;1
Completed-Closed;1-625628532;35.00000000139276;2
Accepted-In Progress;1-625634702;3121135.000000005;1
Accepted-Wait;1-625634702;75612.000000001;2
Completed-Closed;1-625634702;495.9999999917405;3
Accepted-In Progress;1-625634824;27048726.00000001;1
Accepted-Wait;1-625634824;20.99999998932534;2
Completed-Closed;1-625634824;456536.0000000211;3
Accepted-In Progress;1-625634936;32911.999999991516;1
Accepted-Wait;1-625634936;1833.0000000085622;2
Completed-Closed;1-625634936;1913.0000000001505;3
Accepted-In Progress;1-625646775;0.0;1
Completed-Closed;1-625646775;4241553.000000019;2
Accepted-In Progress;1-626102521;6.936494507840576e-09;1
Completed-Closed;1-626102521;3033356.9999999707;2
Accepted-In Progress;1-626212681;9.641937766793638e-09;1
Accepted-Wait;1-626212681;415.0000000015662;2
Accepted-In Progress;1-626212681;0.0;3
Completed-Closed;1-626212681;44.00000000117115;4
Accepted-In Progress;1-626462354;32302525.999999996;1
Accepted-Wait;1-626462354;7348.000000009595;2
Completed-Closed;1-626462354;39927244.0;3
Accepted-In Progress;1-626510640;0.0;1
Accepted-Wait;1-626510640;215.0000000380685;2
Accepted-In Progress;1-626510640;1988.0000000043242;3
Accepted-Wait;1-626510640;9.00000000035423;4
Accepted-In Progress;1-626510640;0.0;5
Accepted-Wait;1-626510640;6.000000001947225;6
Completed-Closed;1-626510640;5176120.999999989;7
Accepted-In Progress;1-626515794;49757523.99999999;1
Accepted-Assigned;1-626515794;29.000000012645675;2
Accepted-Assigned;1-626515794;3681463.000000029;3
Accepted-In Progress;1-626515794;2.5129300228473743e-08;4
Completed-Closed;1-626515794;25.000000003345274;5
Accepted-In Progress;1-626760391;0.0;1
Accepted-In Progress;1-626760391;0.0;2
Completed-Closed;1-626760391;1467.9999999932566;3
Accepted-In Progress;1-626834451;9.40301842159615e-09;1
Accepted-Assigned;1-626834451;11.999999988070064;2
Completed-Closed;1-626834451;11667747.00000001;3
Accepted-In Progress;1-627336700;35072.00000004382;1
Accepted-Assigned;1-627336700;3011616.000000019;2
Accepted-In Progress;1-627336700;1.0130580741194579e-08;3
Completed-Closed;1-627336700;5079772.999999972;4
Accepted-In Progress;1-627337013;12975206.999999974;1
Accepted-In Progress;1-627337013;1.2212662885776876e-08;2
Completed-Closed;1-627337013;3003037.0;3
Accepted-In Progress;1-627532005;180270.99999999325;1
Accepted-Assigned;1-627532005;612346.9999999993;2
Accepted-Wait;1-627532005;7865905.000000006;3
Completed-Closed;1-627532005;68.99999998985514;4
Accepted-In Progress;1-627557462;10865464.999999981;1
Accepted-In Progress;1-627557462;7.046659047299524e-09;2
Completed-Closed;1-627557462;18574294.00000002;3
Accepted-In Progress;1-627630611;3.3352856934806015e-09;1
Queued-Awaiting Assignment;1-627630611;23.000000022977222;2
Accepted-In Progress;1-627630611;1042056.9999999986;3
Completed-Closed;1-627630611;947009.0000000241;4
Accepted-In Progress;1-627878397;0.0;1
Accepted-In Progress;1-627878397;37159965.999999985;2
Completed-Closed;1-627878397;7934276.000000027;3
Accepted-In Progress;1-627936524;1.321818323414685e-08;1
Completed-Closed;1-627936524;65917324.00000001;2
Accepted-In Progress;1-627980711;259.000000002825;1
Completed-Closed;1-627980711;48136231.0;2
Accepted-In Progress;1-628078553;4228978.999999997;1
Completed-Closed;1-628078553;4835957.999999989;2
Accepted-In Progress;1-628105478;52854179.999999985;1
Accepted-Assigned;1-628105478;62.000000004347655;2
Accepted-In Progress;1-628105478;0.0;3
Completed-Closed;1-628105478;177.99999999549746;4
Accepted-In Progress;1-628222366;7.91309688904876e-09;1
Completed-Closed;1-628222366;4982405.000000019;2
Accepted-In Progress;1-628255780;0.0;1
Completed-Closed;1-628255780;970362.9999999969;2
Accepted-In Progress;1-628669941;0.0;1
Completed-Closed;1-628669941;14169776.000000006;2
Accepted-In Progress;1-628704675;0.0;1
Queued-Awaiting Assignment;1-628704675;950.9999999911944;2
Accepted-In Progress;1-628704675;0.0;3
Queued-Awaiting Assignment;1-628704675;224.00000000578984;4
Accepted-In Progress;1-628704675;0.0;5
Completed-Closed;1-628704675;11050729.999999994;6
Accepted-In Progress;1-629618537;6.207621442370992e-10;1
Accepted-Assigned;1-629618537;79.99999999567756;2
Accepted-In Progress;1-629618537;0.0;3
Completed-Closed;1-629618537;9506985.999999976;4
Accepted-In Progress;1-629629428;248.00000000097185;1
Accepted-Assigned;1-629629428;7345.999999991029;2
Accepted-In Progress;1-629629428;0.0;3
Completed-Closed;1-629629428;159.00000002862714;4
Accepted-In Progress;1-629642635;148655.99999999974;1
Accepted-In Progress;1-629642635;0.0;2
Accepted-Assigned;1-629642635;12.000000008341699;3
Accepted-In Progress;1-629642635;55983.99999999557;4
Completed-Closed;1-629642635;10805613.999999998;5
Accepted-In Progress;1-629991273;7.09459193389025e-09;1
Accepted-In Progress;1-629991273;5993.000000024341;2
Completed-Closed;1-629991273;21.999999999514348;3
Accepted-In Progress;1-630156753;20576627.000000004;1
Queued-Awaiting Assignment;1-630156753;466.9999999900757;2
Accepted-In Progress;1-630156753;3.868832436250576e-09;3
Completed-Closed;1-630156753;195.00000000153364;4
Accepted-In Progress;1-630493188;1.5710222095513541e-09;1
Completed-Closed;1-630493188;16863809.999999996;2
Accepted-In Progress;1-631001113;1.8757786651114693e-09;1
Completed-Closed;1-631001113;1.9999999811477644;2
Accepted-In Progress;1-631509503;88245.99999999616;1
Completed-Closed;1-631509503;120.00000000186542;2
Accepted-In Progress;1-632486751;8.909213284270783e-09;1
Accepted-Assigned;1-632486751;12.000000017570096;2
Accepted-In Progress;1-632486751;2.3655763459696064e-08;3
Completed-Closed;1-632486751;93637.00000000617;4
Accepted-In Progress;1-633036453;5009693.999999993;1
Queued-Awaiting Assignment;1-633036453;2956389.999999955;2
Accepted-In Progress;1-633036453;9915555.999999993;3
Completed-Closed;1-633036453;170.00000000018028;4
Accepted-In Progress;1-633092732;0.0;1
Accepted-In Progress;1-633092732;0.0;2
Completed-Closed;1-633092732;253.0000000013693;3
Accepted-In Progress;1-633184307;1.7498441181314352e-09;1
Completed-Closed;1-633184307;436.9999999998784;2
Accepted-In Progress;1-634447637;0.0;1
Accepted-Wait;1-634447637;229.0000000198972;2
Accepted-In Progress;1-634447637;34235690.0;3
Completed-Closed;1-634447637;8464973.999999987;4
Accepted-In Progress;1-634479154;0.0;1
Completed-Closed;1-634479154;6043897.000000004;2
Accepted-In Progress;1-634487640;2.5855693989689905e-09;1
Completed-Closed;1-634487640;61.99999998115522;2
Accepted-In Progress;1-634506651;38016204.00000001;1
Completed-Closed;1-634506651;3623534.9999999953;2
Accepted-In Progress;1-634533656;0.0;1
Completed-Closed;1-634533656;17715481.000000015;2
Accepted-In Progress;1-635351501;0.0;1
Completed-Closed;1-635351501;14.999999992568062;2
Accepted-In Progress;1-635382525;1.86135112697448e-08;1
Completed-Closed;1-635382525;284.99999998805197;2
Accepted-In Progress;1-635404161;6.234076183339665e-09;1
Accepted-Wait;1-635404161;290.999999974285;2
Completed-Closed;1-635404161;79.99999999463505;3
Accepted-In Progress;1-636501102;33704603.000000015;1
Completed-Closed;1-636501102;74.99999999423369;2
Accepted-In Progress;1-636789520;7435680.000000012;1
Completed-Closed;1-636789520;1983742.9999999923;2
Accepted-In Progress;1-636849620;47.00000000364886;1
Accepted-Assigned;1-636849620;12.999999997398223;2
Accepted-In Progress;1-636849620;4741783.0000000065;3
Accepted-Wait;1-636849620;55.999999998098176;4
Completed-Closed;1-636849620;161855.99999999764;5
Accepted-In Progress;1-636867758;1.4617446202694057e-08;1
Completed-Closed;1-636867758;171.99999999004015;2
Accepted-In Progress;1-637035141;1.7572388264558503e-08;1
Completed-Closed;1-637035141;4039957.0000000326;2
Accepted-In Progress;1-637059802;0.0;1
Completed-Closed;1-637059802;36.999999997579785;2
Accepted-In Progress;1-637142120;11558060.999999974;1
Completed-Closed;1-637142120;55.99999999469538;2
Accepted-In Progress;1-637222863;2039859.9999999967;1
Accepted-In Progress;1-637222863;5.644729203043406e-08;2
Queued-Awaiting Assignment;1-637222863;204.99999999308204;3
Accepted-In Progress;1-637222863;3817791.0000000065;4
Completed-Closed;1-637222863;3615810.0000000005;5
Accepted-In Progress;1-637283508;8.601860987956844e-09;1
Queued-Awaiting Assignment;1-637283508;18266.999999988704;2
Accepted-In Progress;1-637283508;23399195.999999996;3
Completed-Closed;1-637283508;129.99999999660068;4
Queued-Awaiting Assignment;1-637307494;204.99999997352626;1
Accepted-In Progress;1-637307494;8.811230748120907e-09;2
Completed-Closed;1-637307494;3565007.999999985;3
Accepted-In Progress;1-637327254;2.5714484536934748e-08;1
Completed-Closed;1-637327254;5968666.000000005;2
Accepted-In Progress;1-637516103;0.0;1
Queued-Awaiting Assignment;1-637516103;87294.00000000323;2
Accepted-In Progress;1-637516103;6.769112592624693e-09;3
Completed-Closed;1-637516103;246354.99999998647;4
Accepted-In Progress;1-637580967;0.0;1
Accepted-Wait;1-637580967;348.9999999857299;2
Completed-Closed;1-637580967;5909762.000000009;3
Accepted-In Progress;1-637591141;1.481671932226296e-08;1
Completed-Closed;1-637591141;3023431.9999999884;2
Accepted-In Progress;1-637685994;612.9999999876215;1
Completed-Closed;1-637685994;362.00000001560886;2
Accepted-In Progress;1-637685994;139106.00000002253;3
Completed-Closed;1-637685994;23.000000016725263;4
Accepted-In Progress;1-637713545;0.0;1
Queued-Awaiting Assignment;1-637713545;158.00000003880004;2
Accepted-In Progress;1-637713545;2.3158472337057048e-08;3
Accepted-Wait;1-637713545;1362240.9999999998;4
Completed-Closed;1-637713545;3230830.999999995;5
Accepted-In Progress;1-637713651;5887738.99999998;1
Completed-Closed;1-637713651;1994473.000000005;2
Accepted-In Progress;1-637716645;0.0;1
Completed-Closed;1-637716645;78.00000000245785;2
Accepted-In Progress;1-637893062;53500138.0;1
Accepted-Assigned;1-637893062;429890.0000000071;2
Accepted-In Progress;1-637893062;0.0;3
Completed-Closed;1-637893062;1391658.9999999993;4
Accepted-In Progress;1-637954950;62955.99999999955;1
Completed-Closed;1-637954950;2418815.000000006;2
Accepted-In Progress;1-638034021;1110556.9999999967;1
Completed-Closed;1-638034021;777343.0000000072;2
Accepted-In Progress;1-638041299;5595587.0;1
Completed-Closed;1-638041299;4.000000001207817;2
Accepted-In Progress;1-638112911;3.041383194365505e-08;1
Completed-Closed;1-638112911;12615691.999999989;2
Accepted-In Progress;1-638653931;12202670.00000001;1
Completed-Closed;1-638653931;5.0000000090813215;2
Accepted-In Progress;1-638961317;1.665984757269775e-09;1
Completed-Closed;1-638961317;6959253.000000007;2
Accepted-In Progress;1-638962731;145635.00000000387;1
Accepted-Assigned;1-638962731;44.99999994023366;2
Accepted-In Progress;1-638962731;0.0;3
Completed-Closed;1-638962731;3624810.9999999944;4
Accepted-In Progress;1-639009338;0.0;1
Accepted-In Progress;1-639009338;8.813215993071653e-09;2
Completed-Closed;1-639009338;2167079.999999978;3
Accepted-In Progress;1-639028876;33704602.99999999;1
Completed-Closed;1-639028876;1137010.9999999811;2
Accepted-In Progress;1-639870000;0.0;1
Completed-Closed;1-639870000;51.0000000082461;2
Accepted-In Progress;1-639881579;1.5019651401374105e-08;1
Completed-Closed;1-639881579;915.000000023032;2
Accepted-In Progress;1-639930880;0.0;1
Queued-Awaiting Assignment;1-639930880;645.9999999830401;2
Accepted-In Progress;1-639930880;66620627.0;3
Queued-Awaiting Assignment;1-639930880;18267.000000061085;4
Accepted-In Progress;1-639930880;11848.999999990141;5
Accepted-In Progress;1-639930880;0.0;6
Completed-Closed;1-639930880;102257.00000000022;7
Accepted-In Progress;1-639942581;0.0;1
Accepted-Wait;1-639942581;756.0000000075956;2
Accepted-In Progress;1-639942581;0.0;3
Completed-Closed;1-639942581;14.000000006310593;4
Accepted-In Progress;1-640059801;3.55418650807768e-09;1
Completed-Closed;1-640059801;10172094.999999981;2
Accepted-In Progress;1-640263496;4576503.999999992;1
Completed-Closed;1-640263496;8201328.999999993;2
Accepted-In Progress;1-641023492;8.960285062439922e-09;1
Completed-Closed;1-641023492;57.0000000008549;2
Accepted-In Progress;1-641044311;70013.99999999355;1
Accepted-In Progress;1-641044311;1.588096845453707e-09;2
Completed-Closed;1-641044311;22302697.999999985;3
Accepted-In Progress;1-641083751;3512.00000000135;1
Accepted-Assigned;1-641083751;209.0000000272287;2
Accepted-In Progress;1-641083751;1496577.9999999923;3
Completed-Closed;1-641083751;9.00000000509961;4
Accepted-In Progress;1-641083987;4.9618529354458575e-09;1
Accepted-Assigned;1-641083987;9.000000013808485;2
Accepted-In Progress;1-641083987;6.327589699344677e-09;3
Completed-Closed;1-641083987;17111434.99999998;4
Accepted-In Progress;1-641100891;280515.9999999803;1
Completed-Closed;1-641100891;50.00000000423728;2
Accepted-In Progress;1-641104060;341896.0000000064;1
Queued-Awaiting Assignment;1-641104060;167.9999999666339;2
Accepted-In Progress;1-641104060;9.191808119219807e-09;3
Completed-Closed;1-641104060;2534819.0000000023;4
Accepted-In Progress;1-641157962;721815.0000000236;1
Completed-Closed;1-641157962;541.0000000007886;2
Accepted-In Progress;1-641232069;5163707.000000001;1
Queued-Awaiting Assignment;1-641232069;26.000000000744972;2
Accepted-In Progress;1-641232069;0.0;3
Accepted-Assigned;1-641232069;110.0000000014358;4
Accepted-Assigned;1-641232069;246.99999998657583;5
Accepted-In Progress;1-641232069;140096.99999997672;6
Completed-Closed;1-641232069;519.9999999989119;7
Accepted-In Progress;1-641243011;1.6487819411553527e-08;1
Accepted-Assigned;1-641243011;18.99999995683002;2
Accepted-In Progress;1-641243011;0.0;3
Accepted-Assigned;1-641243011;4.000000014744752;4
Accepted-In Progress;1-641243011;0.0;5
Completed-Closed;1-641243011;22216832.999999978;6
Accepted-In Progress;1-641306231;0.0;1
Completed-Closed;1-641306231;4588428.999999999;2
Accepted-In Progress;1-641323677;7838701.000000001;1
Accepted-Assigned;1-641323677;8.999999997683116;2
Accepted-In Progress;1-641323677;721814.9999999985;3
Completed-Closed;1-641323677;1104956.0000000151;4
Accepted-In Progress;1-641491883;9.079485547030155e-09;1
Completed-Closed;1-641491883;1192351.999999984;2
Queued-Awaiting Assignment;1-641530471;240.99999998951705;1
Accepted-In Progress;1-641530471;9425795.00000001;2
Queued-Awaiting Assignment;1-641530471;1650.9999999967358;3
Accepted-In Progress;1-641530471;40421.000000011336;4
Completed-Closed;1-641530471;79.00000000054509;5
Accepted-In Progress;1-642418588;1.3620149490851722e-08;1
Completed-Closed;1-642418588;125.00000000521484;2
Accepted-In Progress;1-642478708;7340.999999995334;1
Completed-Closed;1-642478708;13.99999999322694;2
Accepted-In Progress;1-642761240;6.672869234122928e-09;1
Completed-Closed;1-642761240;151.99999998591989;2
Accepted-In Progress;1-642766943;0.0;1
Accepted-Wait;1-642766943;1833.000000003974;2
Accepted-In Progress;1-642766943;24795516.00000002;3
Completed-Closed;1-642766943;1380934.9999999916;4
Accepted-In Progress;1-642802641;0.0;1
Accepted-In Progress;1-642802641;9.064779490471862e-09;2
